,Company name,"Street, no., building etc, line 1",City,Country,"NACE Rev. 2
Core code (4 digits)","Operating
revenue
(Turnover)
m EUR
2017","Operating
revenue
(Turnover)
m EUR
2016","Operating
revenue
(Turnover)
m EUR
2015","Operating
revenue
(Turnover)
m EUR
2014","Operating
revenue
(Turnover)
m EUR
2013","Operating
revenue
(Turnover)
m EUR
2012","Operating
revenue
(Turnover)
m EUR
2011","Operating
revenue
(Turnover)
m EUR
2010","Operating
revenue
(Turnover)
m EUR
2009","Operating
revenue
(Turnover)
m EUR
2008","Number of employees
2017","Number of employees
2016","Number of employees
2015","Number of employees
2014","Number of employees
2013","Number of employees
2012","Number of employees
2011","Number of employees
2010","Number of employees
2009","Number of employees
2008"
20.,FAKULTNI NEMOCNICE V MOTOLE,V UVALU 84/1,PRAHA MOTOL,Czech Republic,8610,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,264,257,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"7,500","7,500",n.a.,n.a.
21.,"SOKOLOVSKA UHELNA, PRAVNI NASTUPCE, A.S.",STARE NAMESTI 69,SOKOLOV,Czech Republic,0520,n.a.,304,273,270,308,419,381,434,422,483,n.a.,"3,500","3,500","3,500","3,500","4,500","4,500","4,500","4,500","4,500"
22.,"CESKE AEROLINIE, A.S.",EVROPSKA 846/176A,PRAHA VOKOVICE,Czech Republic,5110,n.a.,300,318,351,391,610,594,816,810,950,n.a.,"1,250","1,250","1,250","1,750","1,750","1,750","4,500","7,500","7,500"
23.,"ELEKTRARNA POCERADY, A.S.",DUHOVA 1444/2,PRAHA,Czech Republic,3511,n.a.,295,218,322,461,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,375,375,375,375,n.a.,n.a.,n.a.,n.a.,n.a.
24.,"MITAS, A.S.",SVEHLOVA 1900/3,PRAHA ZABEHLICE (PRAHA 10),Czech Republic,2211,n.a.,273,298,322,351,441,414,328,236,343,n.a.,"2,250","2,750","2,750","2,750","2,750","2,750","2,750","2,750","2,750"
25.,"SLADOVNY SOUFFLET CR, A.S.",PRUMYSLOVA 2170/12,PROSTEJOV,Czech Republic,1106,n.a.,251,254,265,261,234,198,224,260,246,n.a.,150,150,150,150,150,150,225,225,225
26.,"DEZA, A.S.",MASARYKOVA 753,VALASSKE MEZIRICI,Czech Republic,2014,n.a.,257,294,369,382,398,356,323,198,351,n.a.,"1,250","1,250","1,250","1,250","1,250","1,250","1,250","1,250","1,250"
27.,"SAINT-GOBAIN ADFORS CZ, S.R.O.",SOKOLOVSKA 106,LITOMYSL,Czech Republic,1320,n.a.,255,270,209,195,228,230,214,173,203,n.a.,"1,750","1,750","1,750","1,750","1,750","1,750","1,250","1,250","1,250"
28.,"PRAZSKE VODOVODY A KANALIZACE, A.S.",KE KABLU 971/1,PRAHA HOSTIVAR,Czech Republic,3600,n.a.,252,231,218,221,218,202,198,189,195,n.a.,"1,250","1,250","1,250","1,250","1,250","1,250","1,250","1,250","1,250"
29.,"KRONOSPAN CR,SPOL. S R.O.",NA HRANICI 2361/6,JIHLAVA,Czech Republic,1621,n.a.,231,236,237,219,226,218,197,177,266,n.a.,375,375,375,375,375,375,375,375,375
30.,"LETISTE PRAHA, A. S.",K LETISTI 1019/6,PRAHA RUZYNE,Czech Republic,5223,n.a.,241,225,209,205,213,n.a.,231,n.a.,n.a.,n.a.,"2,250","2,250","2,250","2,250","2,250",n.a.,"1,750",n.a.,n.a.
31.,"TEREOS TTD, A.S.",PALACKEHO NAMESTI 1,DOBROVICE,Czech Republic,1081,n.a.,231,196,232,253,306,223,194,179,189,n.a.,n.a.,750,750,750,750,375,375,375,375
32.,"AGC FLAT GLASS CZECH, A.S., CLEN AGC GROUP",SKLARSKA 450,TEPLICE,Czech Republic,2311,n.a.,231,235,230,202,227,267,262,250,344,n.a.,"1,250","1,250","1,250",750,750,750,"1,250","1,250","1,250"
33.,"BONATRANS GROUP, A.S.",REVOLUCNI 1234,BOHUMIN,Czech Republic,3020,n.a.,215,241,231,205,249,246,243,226,239,n.a.,"1,250","1,250","1,250","1,250","1,250","1,250","1,250","1,250","1,250"
34.,"CONSTELLIUM EXTRUSIONS DECIN, S.R.O.",USTECKA 751/37,DECIN,Czech Republic,2442,n.a.,203,214,190,166,168,166,162,109,154,n.a.,750,750,750,750,750,750,750,750,750
35.,"HAME, S.R.O.",NA DRAHACH 814,KUNOVICE,Czech Republic,1013,n.a.,199,190,176,170,179,173,189,266,n.a.,n.a.,750,750,750,750,750,750,750,n.a.,n.a.
36.,"SELLIER & BELLOT, A.S.",LIDICKA 667,VLASIM,Czech Republic,2540,n.a.,189,174,137,113,102,87,86,65,n.a.,n.a.,"1,750","1,250","1,250","1,250","1,250","1,250","1,250",n.a.,n.a.
37.,"PRAZSKA TEPLARENSKA, A.S.",PARTYZANSKA 1/7,PRAHA HOLESOVICE (PRAHA 7),Czech Republic,3530,n.a.,188,181,214,242,247,235,398,246,232,n.a.,750,750,750,750,750,750,750,750,750
38.,"SAINT-GOBAIN CONSTRUCTION PRODUCTS CZ, A.S.",SMRCKOVA 2485/4,PRAHA LIBEN (PRAHA 8),Czech Republic,2364,n.a.,188,197,176,145,160,171,65,60,62,n.a.,"1,250","1,250",750,750,750,750,375,375,375
39.,"KOSTELECKE UZENINY, A.S.",60,KOSTELEC,Czech Republic,1013,n.a.,187,188,186,202,197,185,213,142,148,n.a.,"1,250","1,750","1,750","1,750","1,750","1,750","1,750","1,750","1,750"
40.,BIOCEL PASKOV AS,"762, ZAHRADNI",PASKOV,Czech Republic,1711,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
41.,"BORSODCHEM MCHZ, S.R.O.",CHEMICKA 2039/1,OSTRAVA,Czech Republic,2014,n.a.,173,191,232,205,215,183,183,106,159,n.a.,375,375,375,375,375,375,375,750,750
42.,"LOVOCHEMIE, A.S.",TEREZINSKA 57,LOVOSICE,Czech Republic,2015,n.a.,169,208,209,200,234,219,164,144,193,n.a.,750,750,750,750,750,750,750,750,750
43.,"VITKOVICE HEAVY MACHINERY, A.S.",RUSKA 2887/101,OSTRAVA,Czech Republic,2815,n.a.,n.a.,161,171,179,201,195,176,178,280,n.a.,n.a.,"1,250",n.a.,"1,750","1,750","1,750","2,750","2,750","2,750"
44.,"CESKA ZBROJOVKA, A.S.",SVAT. CECHA 1283,UHERSKY BROD,Czech Republic,2540,n.a.,n.a.,160,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"1,750",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
45.,"SKODA JS, A.S.",ORLIK 266/15,PLZEN,Czech Republic,2530,n.a.,162,113,105,115,203,200,178,145,109,n.a.,"1,250","1,250","1,250","1,250","1,250","1,250",n.a.,n.a.,750
46.,"LASSELSBERGER, S.R.O.",ADELOVA 2549/1,PLZEN,Czech Republic,2331,n.a.,161,158,148,131,154,141,145,139,186,n.a.,"1,750","1,750","1,750","1,250","1,250","1,750","1,750","3,500","3,500"
47.,"SYNTHESIA, A.S.",103,PARDUBICE,Czech Republic,2012,n.a.,160,165,154,139,149,143,136,112,171,n.a.,"1,750","1,750","1,750","1,750","1,750","1,750","2,250","4,500","4,500"
48.,"AL INVEST BRIDLICNA, A.S.",BRUNTALSKA 167,BRIDLICNA,Czech Republic,2442,n.a.,157,168,155,153,169,170,164,123,142,n.a.,"1,250","1,250","1,250",750,"1,250","1,250","1,250","1,250","1,250"
49.,"PORR, A.S.",DUBECSKA 3238/36,PRAHA STRASNICE (PRAHA 10),Czech Republic,4211,n.a.,148,165,210,55,130,15,43,49,101,n.a.,750,750,750,750,75,75,150,150,150
50.,"ESAB CZ, S.R.O., CLEN KONCERNU",SMETANOVO NABREZI 334,VAMBERK,Czech Republic,2434,n.a.,n.a.,144,146,141,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,750,750,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
51.,"ARCELORMITTAL TUBULAR PRODUCTS OSTRAVA, A.S.",VRATIMOVSKA 689/117,OSTRAVA,Czech Republic,2420,n.a.,147,184,229,220,263,248,221,136,281,n.a.,"1,250","1,250","1,250","1,250","1,250","1,250","1,250","1,250","1,250"
52.,"ALPIQ GENERATION (CZ), S.R.O.",DUBSKA 257,KLADNO,Czech Republic,3511,n.a.,144,177,203,180,204,188,158,186,0,n.a.,375,375,375,375,375,375,375,375,n.a.
53.,"ENERGOTRANS, A.S.",DUHOVA 1444/2,PRAHA MICHLE (PRAHA 4),Czech Republic,3511,n.a.,142,143,142,146,174,179,203,202,194,n.a.,150,150,150,150,150,150,150,150,150
54.,"SPOLANA, A.S.",PRACE 657,NERATOVICE,Czech Republic,2016,n.a.,140,201,215,188,232,223,245,170,225,n.a.,750,750,750,750,750,750,"1,250","1,250","1,250"
55.,"NKT CABLES VRCHLABI, S.R.O., CLEN SKUPINY NKT",CESKYCH BRATRI 509,VRCHLABI,Czech Republic,2732,n.a.,n.a.,n.a.,n.a.,n.a.,107,140,155,83,98,n.a.,n.a.,n.a.,n.a.,n.a.,750,750,750,750,n.a.
56.,"MORAVSKOSLEZSKE CUKROVARY, A.S.",CUKROVARSKA 657,HRUSOVANY NAD JEVISOVKOU,Czech Republic,1081,n.a.,130,104,119,133,167,149,89,88,81,n.a.,375,375,375,375,750,750,375,375,375
57.,"HEINEKEN CESKA REPUBLIKA, A.S.",U PIVOVARU 1,KRUSOVICE,Czech Republic,1105,n.a.,n.a.,125,120,124,140,135,140,121,48,n.a.,n.a.,750,750,750,750,750,750,750,n.a.
58.,"CESKOMORAVSKY CEMENT, A.S.",359,MOKRA-HORAKOV,Czech Republic,2351,n.a.,128,119,116,101,129,149,159,163,203,n.a.,750,750,750,750,750,750,750,750,750
59.,"OP PAPIRNA, S.R.O.",18,OLSANY,Czech Republic,1712,n.a.,128,127,114,106,122,109,112,104,90,n.a.,375,375,375,375,375,375,750,750,n.a.
60.,"OKK KOKSOVNY, A.S.",KOKSARNI 1112,OSTRAVA - PRIVOZ,Czech Republic,1910,n.a.,126,140,154,154,195,251,304,151,362,n.a.,750,750,750,750,750,750,"1,250","1,250","1,250"
61.,ROCKWOOL A/S,HOVEDGADEN 501,HEDEHUSENE,Denmark,2399,n.a.,126,121,120,117,118,n.a.,n.a.,n.a.,n.a.,n.a.,528,564,535,533,569,n.a.,n.a.,n.a.,n.a.
62.,"DEVRO, S.R.O.",VICHOVSKA 830,JILEMNICE,Czech Republic,2221,n.a.,121,130,121,116,118,89,84,73,62,n.a.,"1,250","1,250","1,250","1,250","1,250","1,250","1,250","1,250","1,250"
63.,"SYNTHOMER, A.S.",TOVARNI 2093,SOKOLOV,Czech Republic,2014,n.a.,118,138,162,156,161,170,163,95,109,n.a.,375,375,375,375,375,375,750,750,750
64.,"ELEKTRARNY OPATOVICE, A.S.",OPATOVICE NAD LABEM - PARDUBICE 2,PSC 53213,Czech Republic,3511,n.a.,117,127,151,194,284,239,216,n.a.,n.a.,n.a.,375,375,375,375,375,375,375,n.a.,n.a.
65.,"Z-GROUP STEEL HOLDING, A.S.",KOLLAROVA 1229,VESELI NAD MORAVOU,Czech Republic,,n.a.,n.a.,113,101,111,150,146,271,133,170,n.a.,n.a.,"1,250",n.a.,750,750,"1,250",750,750,750
66.,"ARCELORMITTAL TUBULAR PRODUCTS KARVINA, A.S.",RUDE ARMADY 471,KARVINA,Czech Republic,2420,n.a.,113,113,95,78,86,84,87,57,110,n.a.,375,375,375,375,375,375,750,750,750
67.,"PRECHEZA, A.S.",NABR. DR. EDVARDA BENESE 1170/24,PREROV,Czech Republic,2012,n.a.,112,137,110,101,130,114,87,79,68,n.a.,750,750,750,750,750,750,n.a.,n.a.,n.a.
68.,"ELEKTRARNA DETMAROVICE, A.S.",1202,DETMAROVICE,Czech Republic,3511,n.a.,111,147,150,133,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,225,225,225,225,n.a.,n.a.,n.a.,n.a.,n.a.
69.,"TEPLARNY BRNO, A.S.",OKRUZNI 828/25,BRNO,Czech Republic,3530,n.a.,105,97,99,125,117,119,132,143,130,n.a.,750,750,750,750,750,750,750,375,375
70.,"SEMPERFLEX OPTIMIT, S.R.O.",VITKOVSKA 391/29,ODRY,Czech Republic,2219,n.a.,111,106,105,99,89,87,74,48,76,n.a.,750,750,750,750,750,750,375,750,750
71.,"TEPLARNA TRMICE, A.S.",EDISONOVA 453,TRMICE,Czech Republic,3530,n.a.,n.a.,n.a.,n.a.,n.a.,88,63,78,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,375,375,375,n.a.,n.a.
72.,"CEZ TEPLARENSKA, A.S.",BEZRUCOVA 2212/30,RICANY,Czech Republic,3530,n.a.,110,115,103,119,127,83,86,72,36,n.a.,375,375,375,375,375,225,n.a.,n.a.,n.a.
73.,"FOSFA, A.S.",HRANICNI 268/120,BRECLAV,Czech Republic,2013,n.a.,110,142,125,99,85,71,67,57,79,n.a.,375,375,375,375,375,375,375,375,375
74.,"LAUFEN CZ, S.R.O.",V TUNICH 1637/3,PRAHA NOVE MESTO (PRAHA 2),Czech Republic,2342,n.a.,109,105,91,77,78,70,65,63,82,n.a.,"1,250",750,750,750,750,750,750,750,750
75.,"SMURFIT KAPPA CZECH, S.R.O.",SKANDINAVSKA 1000,ZEBRAK,Czech Republic,1721,n.a.,104,106,93,91,97,97,89,73,90,n.a.,375,375,375,375,375,375,750,750,750
76.,"TAMEH CZECH, S.R.O.",VRATIMOVSKA 689/117,OSTRAVA,Czech Republic,3530,n.a.,104,100,92,87,122,118,93,n.a.,n.a.,n.a.,375,375,375,375,375,375,375,n.a.,n.a.
77.,"ENERGETIKA TRINEC, A.S.",PRUMYSLOVA 1024,TRINEC,Czech Republic,3511,n.a.,103,119,114,117,132,138,139,114,131,n.a.,375,375,375,375,375,375,375,375,375
78.,"SKO-ENERGO, S.R.O.",TR. VACLAVA KLEMENTA 869,MLADA BOLESLAV,Czech Republic,3511,n.a.,102,108,106,113,117,105,97,86,89,n.a.,375,375,375,375,375,375,225,225,225
79.,"GZ MEDIA, A.S.",TOVARNI 340,LODENICE,Czech Republic,1820,n.a.,98,101,85,68,76,81,72,62,61,n.a.,"1,250","1,250","1,250","1,250","1,250","1,250",750,750,750
80.,"MLEKARNA HLINSKO, A.S.",53,HLINSKO,Czech Republic,1051,n.a.,97,102,110,99,92,92,88,77,92,n.a.,375,375,375,375,375,375,375,375,375
81.,"SCHOTT CR, S.R.O.",DVORAKOVA 997,LANSKROUN,Czech Republic,2611,n.a.,86,72,62,60,79,26,23,44,34,n.a.,750,750,750,750,75,150,225,225,225
82.,"AMMANN CZECH REPUBLIC, A.S.",NACHODSKA 145,NOVE MESTO NAD METUJI,Czech Republic,2892,n.a.,n.a.,87,78,77,83,66,52,24,94,n.a.,n.a.,750,750,750,750,750,750,750,n.a.
83.,"ZDAS, A.S.",STROJIRENSKA 675/6,ZDAR NAD SAZAVOU,Czech Republic,2410,n.a.,89,108,113,114,136,125,123,103,200,n.a.,"2,250","2,250",n.a.,"2,750","2,750","2,750","2,250","2,750",n.a.
84.,"VETROPACK MORAVIA GLASS, A.S.",HAVLICKOVA 180/18,KYJOV,Czech Republic,2313,n.a.,88,90,77,78,93,84,79,85,91,n.a.,750,375,n.a.,375,750,750,375,375,750
85.,"KAVALIERGLASS, A.S.",KRIZOVA 1018/6,PRAHA SMICHOV,Czech Republic,2319,n.a.,84,67,70,n.a.,0,72,54,22,0,n.a.,375,375,375,n.a.,375,"1,750",15,15,3
86.,"PARAMO, A.S.",PREROVSKA 560,PARDUBICE,Czech Republic,1920,n.a.,83,100,118,110,220,463,469,349,464,n.a.,375,375,375,750,750,750,750,750,n.a.
87.,"PLZENSKA TEPLARENSKA, A.S.",DOUBRAVECKA 2760/1,PLZEN,Czech Republic,3530,n.a.,82,90,85,99,107,109,107,96,106,n.a.,375,375,375,375,375,375,375,375,375
88.,DREVOZPRACUJICI DRUZSTVO,9,LUKAVEC,Czech Republic,1621,n.a.,75,76,75,71,83,78,79,74,88,n.a.,750,750,750,750,750,750,750,750,n.a.
89.,"TORAY TEXTILES CENTRAL EUROPE, S.R.O.",PRUMYSLOVA 4235/4,PROSTEJOV,Czech Republic,1320,n.a.,73,66,55,31,31,27,23,18,19,n.a.,n.a.,375,375,375,225,225,225,225,375
90.,"INNOGY GAS STORAGE, S.R.O.",LIMUZSKA 3135/12,PRAHA STRASNICE (PRAHA 10),Czech Republic,5210,n.a.,73,74,95,162,174,189,157,142,112,n.a.,375,375,375,375,225,225,225,225,23
91.,"TAMERO INVEST, S.R.O.",O. WICHTERLEHO 810,KRALUPY NAD VLTAVOU,Czech Republic,3530,n.a.,72,85,94,97,99,53,n.a.,n.a.,n.a.,n.a.,75,75,75,75,75,75,n.a.,n.a.,n.a.
92.,"PRAZSKE PIVOVARY, A.S.","85, NADRAZNI",PRAHA 5,Czech Republic,1105,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
93.,"ELEKTRARNA TISOVA, A.S.",2,BREZOVA,Czech Republic,3510,n.a.,64,18,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,150,7,7,7,n.a.,n.a.,n.a.,n.a.,n.a.
94.,"CEMEX CEMENT, K.S.",TOVARNI 296,PRACHOVICE,Czech Republic,2351,n.a.,62,41,71,62,80,89,90,89,119,n.a.,225,225,375,375,375,375,375,375,375
95.,"UNITED ENERGY, A.S.","2, TEPLARENSKA",MOST KOMORANY,Czech Republic,3512,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
96.,"WOTAN FOREST, A.S.",RUDOLFOVSKA TR. 202/88,CESKE BUDEJOVICE,Czech Republic,1624,n.a.,61,76,52,57,65,62,73,54,10,n.a.,750,750,n.a.,750,750,750,225,375,n.a.
97.,"CEZ ENERGETICKE SLUZBY, S.R.O.",VYSTAVNI 1144/103,OSTRAVA,Czech Republic,3522,n.a.,60,29,30,27,22,23,35,46,51,n.a.,375,375,375,375,375,375,375,375,375
98.,"PROCTER & GAMBLE - RAKONA, S.R.O.",OTTOVA 402,RAKOVNIK,Czech Republic,2041,n.a.,56,54,55,58,59,62,61,63,63,n.a.,750,750,750,750,750,750,750,750,750
99.,"VIADRUS, A.S.",BEZRUCOVA 300,BOHUMIN,Czech Republic,2521,n.a.,59,71,70,70,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,750,750,n.a.,750,n.a.,n.a.,n.a.,n.a.,n.a.
100.,"CEMENT HRANICE, A.S.",BELOTINSKA 288,HRANICE,Czech Republic,2351,n.a.,57,61,59,54,67,79,68,76,101,n.a.,150,150,150,150,150,150,150,150,150
101.,FAKULTNI NEMOCNICE BRNO,JIHLAVSKA 340/20,BRNO,Czech Republic,8610,n.a.,n.a.,56,54,55,60,58,60,n.a.,n.a.,n.a.,n.a.,"7,500","7,500","7,500","7,500","7,500","7,500",n.a.,n.a.
102.,"KNAUF INSULATION, S.R.O.",BUCHAROVA 2641/14,PRAHA STODULKY (PRAHA 13),Czech Republic,2399,n.a.,56,59,60,59,66,65,74,70,67,n.a.,150,150,150,150,150,150,150,150,150
103.,"VAPENKA CERTOVY SCHODY, A.S.",200,TMAN,Czech Republic,2352,n.a.,56,51,55,50,59,62,63,57,58,n.a.,150,150,n.a.,150,150,150,75,75,150
104.,MLEKARNA KLATOVY A. S.,ZA TRATI 640,KLATOVY,Czech Republic,1051,n.a.,n.a.,54,60,63,65,61,58,34,36,n.a.,n.a.,375,375,375,375,375,225,225,225
105.,"HELUZ CIHLARSKY PRUMYSL, V.O.S.",U CIHELNY 295,DOLNI BUKOVSKO,Czech Republic,2332,n.a.,55,51,44,52,64,67,57,57,51,n.a.,375,375,375,375,375,375,375,375,375
106.,"WIENERBERGER CIHLARSKY PRUMYSL, A. S.",PLACHEHO 388/28,CESKE BUDEJOVICE,Czech Republic,2332,n.a.,54,47,41,40,46,52,55,56,103,n.a.,375,375,n.a.,225,375,375,375,375,375
107.,"ABS JETS, A.S.",K LETISTI 549,PRAHA RUZYNE,Czech Republic,5110,n.a.,54,58,49,48,48,39,40,36,28,n.a.,150,150,225,150,150,150,150,150,75
108.,"AB FACILITY, A.S.",U TREZORKY 921/2,PRAHA JINONICE (PRAHA 5),Czech Republic,8110,n.a.,53,57,57,58,66,52,30,n.a.,n.a.,n.a.,750,750,750,"1,250","1,250","1,250",n.a.,n.a.,n.a.
109.,"P-D REFRACTORIES CZ, A.S.",NADRAZNI 218,VELKE OPATOVICE,Czech Republic,2320,n.a.,51,52,48,43,45,48,47,43,54,n.a.,750,750,750,750,750,750,750,750,750
110.,"OSTROJ, A.S.",TESINSKA 1586/66,OPAVA,Czech Republic,2892,n.a.,47,46,42,76,87,57,35,64,70,n.a.,750,750,750,750,750,750,750,750,750
111.,"SECO GROUP, A.S.",PODNIKATELSKA 552,PRAHA BECHOVICE,Czech Republic,2830,n.a.,47,51,43,42,41,39,35,21,40,n.a.,750,750,750,750,750,750,750,750,750
112.,"VEOLIA PRUMYSLOVE SLUZBY CR, A.S.",ZELENA 2061/88A,OSTRAVA,Czech Republic,3513,n.a.,46,54,53,70,79,92,97,93,n.a.,n.a.,225,375,375,375,375,375,375,375,n.a.
113.,"CRYSTALITE BOHEMIA, S.R.O.",ZAMECKA 730,SVETLA NAD SAZAVOU,Czech Republic,2313,n.a.,46,35,33,33,35,28,22,6,0,n.a.,750,750,750,750,750,750,375,n.a.,n.a.
114.,"KAREL HOLOUBEK - TRADE GROUP, A.S.",VODICKOVA 682/20,PRAHA NOVE MESTO (PRAHA 1),Czech Republic,3530,n.a.,44,52,46,49,65,54,37,43,44,n.a.,150,150,150,150,150,150,38,375,375
115.,"LAFARGE CEMENT, A.S.",C.P. 27,CIZKOVICE,Czech Republic,2351,n.a.,44,46,46,37,51,55,51,56,68,n.a.,150,150,150,150,150,150,150,150,n.a.
116.,"PLEAS, A.S.",HAVIRSKA 144,HAVLICKUV BROD,Czech Republic,1414,n.a.,44,45,43,41,45,36,40,34,42,n.a.,750,750,750,750,750,750,"1,750","1,750","1,750"
117.,"KRPA PAPER, A.S.",NADRAZNI 266,HOSTINNE,Czech Republic,1712,n.a.,43,43,41,39,43,36,39,34,60,n.a.,225,225,225,225,225,225,225,225,n.a.
118.,"TEPLARNA OTROKOVICE, A.S.",OBJIZDNA 1777,OTROKOVICE,Czech Republic,3530,n.a.,43,46,45,47,0,n.a.,n.a.,n.a.,n.a.,n.a.,150,150,150,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
119.,"AIRCRAFT INDUSTRIES, A.S.",NA ZAHONECH 1177,KUNOVICE,Czech Republic,3030,n.a.,43,57,70,70,49,45,59,34,25,n.a.,750,"1,250","1,250",750,750,750,375,375,n.a.
120.,"KAVALIER TEC, S.R.O.",KRIZOVA 1018/6,PRAHA SMICHOV,Czech Republic,2313,n.a.,42,50,34,16,2,0,1,0,0,n.a.,"1,750","1,750",n.a.,"1,750",n.a.,n.a.,38,38,38
121.,"SLEVARNY TRINEC, A.S.",PRUMYSLOVA 1001,TRINEC,Czech Republic,2451,n.a.,41,46,42,41,47,48,41,28,53,n.a.,750,750,750,750,750,750,750,750,750
122.,"ETHANOL ENERGY, A.S.",SKOLSKA 118,VRDY,Czech Republic,2014,n.a.,39,43,34,35,33,8,6,7,3,n.a.,75,75,75,75,75,75,3,3,375
123.,"TONDACH CESKA REPUBLIKA, S.R.O.",BELOTINSKA 722,HRANICE,Czech Republic,2332,n.a.,39,41,39,38,47,53,48,54,71,n.a.,375,375,375,375,750,750,375,750,750
124.,"VEOLIA ENERGIE PRAHA, A.S.",NA FLORENCI 2116/15,PRAHA NOVE MESTO (PRAHA 1),Czech Republic,3530,n.a.,38,42,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,75,75,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
125.,"CRYSTALEX CZ, S.R.O.",MASARYKOVO NABREZI 236/30,PRAHA NOVE MESTO (PRAHA 1),Czech Republic,2313,n.a.,37,41,38,38,34,32,29,2,n.a.,n.a.,750,750,750,750,750,750,750,n.a.,n.a.
126.,"PRECIOSA ORNELA, A.S.",317,ZASADA,Czech Republic,2319,n.a.,36,43,48,44,44,40,35,n.a.,n.a.,n.a.,n.a.,750,750,750,750,750,750,n.a.,n.a.
127.,"GLAZURA, S.R.O.",ROUDNICKA 122,DOBRIN,Czech Republic,2030,n.a.,36,34,34,35,43,45,44,35,34,n.a.,150,150,150,150,150,150,150,150,n.a.
128.,RED COM INC,34 PARKER,IRVINE,United States of America,4690,31,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,35,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
129.,"STOLZLE - UNION, S.R.O.",U SKLARNY 300,HERMANOVA HUT,Czech Republic,2313,n.a.,35,32,31,28,26,25,11,19,18,n.a.,375,375,375,375,375,375,150,150,150
130.,"ARCELORMITTAL ENGINEERING PRODUCTS OSTRAVA, S.R.O.",VRATIMOVSKA 689/117,OSTRAVA,Czech Republic,2451,n.a.,35,39,37,36,46,42,4,4,7,n.a.,750,750,750,750,750,750,150,150,150
131.,"O-I MANUFACTURING CZECH REPUBLIC, A.S.",RUSKA 113/80,DUBI,Czech Republic,2313,n.a.,35,34,35,35,46,44,41,40,76,n.a.,375,375,375,375,375,375,375,375,750
132.,"LITOVELSKA CUKROVARNA, A.S.",LOSTICKA 131/1,LITOVEL,Czech Republic,1081,n.a.,35,29,28,37,24,20,16,16,15,n.a.,150,150,75,150,150,75,150,150,75
133.,"PLZENSKA ENERGETIKA, A.S.",TYLOVA 1/57,PLZEN,Czech Republic,3530,n.a.,35,39,36,40,42,54,53,60,0,n.a.,225,225,225,225,225,225,225,n.a.,n.a.
134.,"GUMARNY ZUBRI, A.S.",HAMERSKA 9,ZUBRI,Czech Republic,2219,n.a.,35,36,36,32,34,34,32,23,33,n.a.,750,750,750,750,750,750,750,750,n.a.
135.,"POLDI, S.R.O.",PRUMYSLOVA 1343,KLADNO,Czech Republic,2410,n.a.,n.a.,n.a.,30,28,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,375,375,n.a.,n.a.,n.a.,n.a.,n.a.
136.,"PITTSBURGH CORNING CR, S.R.O.",PRUMYSLOVA 3,KLASTEREC NAD OHRI,Czech Republic,2319,n.a.,n.a.,32,30,23,24,25,26,24,15,n.a.,n.a.,225,225,225,225,225,225,225,225
137.,"VAPENKA VITOSOV, S.R.O.",54,HRABOVA,Czech Republic,2352,n.a.,32,34,33,30,35,42,37,31,39,n.a.,150,150,n.a.,150,150,150,150,225,225
138.,"HUHTAMAKI CESKA REPUBLIKA, A.S.",PETROVICKA 101,PRIBYSLAVICE,Czech Republic,1729,n.a.,32,30,27,25,23,21,21,19,19,n.a.,375,225,225,225,225,225,150,225,150
139.,"HOLIDAYS CZECH AIRLINES, A.S.",JANA KASPARA 1069/1,PRAHA 6,Czech Republic,7911,n.a.,n.a.,n.a.,n.a.,23,106,49,45,2,2,n.a.,n.a.,n.a.,n.a.,150,225,225,23,23,23
