,Company name,"Street, no., building etc, line 1",City,Country,"NACE Rev. 2
Core code (4 digits)","Operating
revenue
(Turnover)
m EUR
2017","Operating
revenue
(Turnover)
m EUR
2016","Operating
revenue
(Turnover)
m EUR
2015","Operating
revenue
(Turnover)
m EUR
2014","Operating
revenue
(Turnover)
m EUR
2013","Operating
revenue
(Turnover)
m EUR
2012","Operating
revenue
(Turnover)
m EUR
2011","Operating
revenue
(Turnover)
m EUR
2010","Operating
revenue
(Turnover)
m EUR
2009","Operating
revenue
(Turnover)
m EUR
2008","Number of employees
2017","Number of employees
2016","Number of employees
2015","Number of employees
2014","Number of employees
2013","Number of employees
2012","Number of employees
2011","Number of employees
2010","Number of employees
2009","Number of employees
2008"
166.,GRENAA EFFEKTRESERVE AS,EFFEKTPARTNER,ESBJERG,Denmark,3511,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
206.,GRENAA VARMEVAERK A.M.B.A.,ENERGIVEJ 6,GRENAA,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,15,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
177.,GREVE FJERNVARME A.M.B.A.,OVER BOELGEN 4,GREVE,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
151.,GRUNDEJERFORENINGEN SMOERMOSEN,NOVO NORDISK A/SATT.: HANS PEDER WA,BAGSVAERD,Denmark,3511,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
136.,GUDENAADALENS ENERGISELSKAB AMBA,REALSKOLEVEJ 18,BJERRINGBRO,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
89.,GULDBORGSUND VARME A/S,GAABENSEVEJ 116,NYKOEBING F,Denmark,3530,n.a.,15,14,14,15,14,n.a.,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
222.,HADERSLEV FJERNVARME,FJORDAGERVEJ 15,HADERSLEV,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,15,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
150.,HADERSLEV KRAFTVARMEVAERK A/S,KRAFTVAERKSVEJ 53,FREDERICIA,Denmark,3511,n.a.,n.a.,n.a.,0,3,8,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.
240.,HADSTEN VARMEVAERK A M B A,TOFTEGAARDSVEJ 30 A,HADSTEN,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
11.,HALDOR TOPSOEE A/S,HALDOR TOPSOEES ALLE 1,KGS.LYNGBY,Denmark,7112,n.a.,805,782,758,735,718,n.a.,n.a.,n.a.,n.a.,n.a.,"2,543","2,688","2,694","2,430","2,195",n.a.,n.a.,n.a.,n.a.
100.,HALSNAES VARME A/S,GJETHUSPARKEN 3 FLOOR 01,FREDERIKSVAERK,Denmark,3530,n.a.,7,7,7,7,8,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
203.,HAMMEL FJERNVARME A.M.B.A.,IRLANDSVEJ 6,HAMMEL,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,15,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
31.,HARBOES BRYGGERI A/S,SPEGERBORGVEJ 34,SKAELSKOER,Denmark,1105,195,187,186,194,184,193,211,206,210,186,n.a.,588,603,603,559,562,572,543,520,483
200.,HEDENSTED FJERNVARME,LOESNINGVEJ 26,HEDENSTED,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
188.,HELLIGSOE TEGLVAERK A/S,HELLIGSOEVEJ 15,HURUP THY,Denmark,2332,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,21,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
205.,HELSINGE FJERNVARME,SKOVGAARDSVEJ 4 A,HELSINGE,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
86.,HELSINGOER KRAFTVARMEVAERK A/S,HADERSLEVVEJ 25,HELSINGOER,Denmark,3511,n.a.,19,21,26,29,30,n.a.,n.a.,n.a.,n.a.,n.a.,0,n.a.,0,0,0,n.a.,n.a.,n.a.,n.a.
35.,HESS DENMARK APS,OESTERGADE 26 B,KOEBENHAVN K,Denmark,0610,n.a.,173,202,353,251,264,n.a.,n.a.,n.a.,n.a.,n.a.,117,120,116,n.a.,112,n.a.,n.a.,n.a.,n.a.
78.,HILLEROED KRAFTVARME APS,AEGIRSVEJ 4,HILLEROED,Denmark,3511,n.a.,27,25,26,36,37,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
82.,HILLEROED VARME A/S,AEGIRSVEJ 4,HILLEROED,Denmark,3530,n.a.,22,22,20,25,21,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
116.,HINNERUP FJERNVARME,FANOEVEJ 15,HINNERUP,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
210.,HIRTSHALS FJERNVARME,SOENDERGADE 12,HIRTSHALS,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
181.,HJALLERUP FJERNVARMEVAERK,GRAVENSGADE 18,HJALLERUP,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
233.,HJOERRING VARMEFORSYNING,BUEN 7,HJOERRING,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,35,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
161.,HJORTEBJERG A/S,HJORTEBJERGVEJ 26,SOENDERSOE,Denmark,0119,n.a.,n.a.,n.a.,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,34,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
199.,HOBRO VARMEVAERK A M B A,LUPINVEJ 21,HOBRO,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
124.,HOEJE TAASTRUP FJERNVARME A.M.B.A.,POSTBOKS 28,TAASTRUP,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,15,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
241.,HOEJSLEV TEGLVAERK A/S,MINERALVEJ 2,AALBORG OEST,Denmark,2332,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,102,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
159.,HOENG VARMEVAERK,BANEMARKEN 8,HOENG,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
40.,HOFOR ENERGIPRODUKTION A/S,HOFOR,KOEBENHAVN S,Denmark,3511,n.a.,152,129,155,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
20.,HOFOR FJERNVARME P/S,HOFOR,KOEBENHAVN S,Denmark,3530,n.a.,403,394,399,417,385,n.a.,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.
196.,HOLME-LUNDSHOEJ FJERNVARMEV A M B A,HOLME BYVEJ 14,HOEJBJERG,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
207.,HURUP FJERNVARME A M B A,NYGADE 22,HURUP THY,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
245.,HVIDE SANDE FJERNVARME A.M.B.A.,NUMITVEJ 25,HVIDE SANDE,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
237.,I/S AFFALDPLUS,VED FJORDEN 20,NAESTVED,Denmark,3821,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,150,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
180.,I/S AMAGER RESSOURCECENTER,VINDMOELLEVEJ 6,KOEBENHAVN S,Denmark,3821,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,150,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
129.,I/S NORFORS,SAVSVINGET 2,HOERSHOLM,Denmark,3821,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,75,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
250.,I/S REFA,ENERGIVEJ 4,NYKOEBING F,Denmark,3821,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,150,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
212.,I/S RENO-NORD,TROENSEVEJ 2,AALBORG OEST,Denmark,3821,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,150,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
44.,I/S VESTFORBRAENDING,EJBY MOSEVEJ 219,GLOSTRUP,Denmark,3821,n.a.,125,122,116,114,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,338,330,304,322,n.a.,n.a.,n.a.,n.a.,n.a.
69.,IMERYS INDUSTRIAL MINERALS DENMARK A/S,KOENSBORGVEJ 9,FUR,Denmark,0899,n.a.,n.a.,44,43,42,40,38,n.a.,n.a.,n.a.,n.a.,n.a.,156,158,161,159,157,n.a.,n.a.,n.a.
21.,INEOS E&P A/S,NESA ALLE 1,GENTOFTE,Denmark,0610,n.a.,311,166,368,254,388,n.a.,n.a.,n.a.,n.a.,n.a.,512,595,584,545,541,n.a.,n.a.,n.a.,n.a.
139.,JAEGERSPRIS KRAFTVARME A.M.B.A,HAANDVAERKERVEJ 9,JAEGERSPRIS,Denmark,3511,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
29.,JET TIME A/S,AMAGER STRANDVEJ 390,KASTRUP,Denmark,5110,198,235,232,192,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,583,711,645,474,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
135.,JETSMARK ENERGIVAERK A.M.B.A.,NOERREGADE 81,PANDRUP,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
122.,JJO INVEST APS,ROERBAEKVEJ 1,GIVE,Denmark,0210,n.a.,n.a.,n.a.,31,36,38,38,n.a.,n.a.,n.a.,n.a.,n.a.,112,109,118,154,165,n.a.,n.a.,n.a.
91.,KERTEMINDE FORSYNING - VARME A/S,KOHAVEN 12,KERTEMINDE,Denmark,3530,n.a.,11,12,11,11,11,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,n.a.,0,0,n.a.,n.a.,n.a.,n.a.
227.,KJELLERUP FJERNVARME AMBA,TVAERGADE 4,KJELLERUP,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
27.,"KMC, KARTOFFELMELCENTRALEN, AMBA",HERNINGVEJ 60,BRANDE,Denmark,1031,205,165,151,149,128,n.a.,n.a.,n.a.,n.a.,n.a.,178,167,163,151,143,n.a.,n.a.,n.a.,n.a.,n.a.
55.,KRONOSPAN APS,FABRIKSVEJ 2,RYOMGAARD,Denmark,1621,n.a.,70,66,65,65,67,n.a.,n.a.,n.a.,n.a.,n.a.,214,215,204,208,209,n.a.,n.a.,n.a.,n.a.
131.,LEM VARMEVAERK,ASKEVEJ 5,LEM ST,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
50.,LEMMINKAINEN A/S,NOERRESKOV BAKKE 1,SILKEBORG,Denmark,2399,n.a.,86,77,94,80,88,n.a.,n.a.,n.a.,n.a.,n.a.,305,273,271,282,295,n.a.,n.a.,n.a.,n.a.
187.,LEMVIG VARMEVAERK A M B A,VESTAVEJ 2,LEMVIG,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
141.,LOEGSTOER FJERNVARMEVAERK AMBA,BLEKINGEVEJ 8,LOEGSTOER,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
194.,LUNDGAARD TEGLVAERK A/S,LUNDGAARDSVEJ 10,STOHOLM JYLL,Denmark,2332,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
202.,LYSTRUP FJERNVARME A.M.B.A.,HOVMARKEN 2,LYSTRUP,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
72.,MAABJERG ENERGY CENTER - BIOHEAT&POWER A/S,VESTFORSYNING A/S,HOLSTEBRO,Denmark,3511,n.a.,36,42,28,24,27,n.a.,n.a.,n.a.,n.a.,n.a.,33,28,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.
3.,MAERSK OLIE OG GAS A/S,AMERIKA PLADS 29 FLOOR ST,KOEBENHAVN OE,Denmark,0610,n.a.,"4,660","5,556","6,477","5,297","5,951",n.a.,n.a.,n.a.,n.a.,n.a.,"2,014","2,481","2,573","2,313","2,140",n.a.,n.a.,n.a.,n.a.
119.,MARIBO VARMEVAERK AMBA,C. E. CHRISTIANSENS VEJ 40,MARIBO,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
90.,MARICOGEN A/S,HADSUNDVEJ 17,MARIAGER,Denmark,3511,n.a.,12,6,5,4,5,n.a.,n.a.,n.a.,n.a.,n.a.,0,0,0,0,0,n.a.,n.a.,n.a.,n.a.
156.,MIDDELFART FJERNVARME A.M.B.A.,HESSGADE 21 B,MIDDELFART,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,15,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
170.,MONIER A/S,KONG CHRISTIANS ALLE 53,AALBORG,Denmark,2332,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,73,70,72,73,83,n.a.,n.a.,n.a.,n.a.
162.,MPM INVEST APS,NOERREGAARDSVEJ 9,SAKSKOEBING,Denmark,3511,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
57.,MUNCK ASFALT A/S,TOFTEGAARDSVEJ 18,NYBORG,Denmark,2399,62,65,69,83,61,n.a.,n.a.,n.a.,n.a.,n.a.,270,254,249,237,209,n.a.,n.a.,n.a.,n.a.,n.a.
246.,NAESTVED VARMEVAERK A.M.B.A.,AADERUPVEJ 22,NAESTVED,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,15,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
28.,NCC INDUSTRY A/S,HOERKAER 8,HERLEV,Denmark,2399,n.a.,229,226,245,251,248,n.a.,n.a.,n.a.,n.a.,n.a.,"1,045","1,008",915,951,"1,061",n.a.,n.a.,n.a.,n.a.
244.,NIBE VARMEVAERK A M B A,HOBROVEJ 46,NIBE,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
114.,NILAN A/S,NILANVEJ 2,HEDENSTED,Denmark,2825,0,0,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,114,99,90,89,101,n.a.,n.a.,n.a.,n.a.,n.a.
25.,NLMK DANSTEEL A/S,HAVNEVEJ 33,FREDERIKSVAERK,Denmark,2410,n.a.,254,260,257,234,217,n.a.,n.a.,n.a.,n.a.,n.a.,368,351,353,355,380,n.a.,n.a.,n.a.,n.a.
17.,NORDIC AVIATION CAPITAL A/S,STRATUSVEJ 12,BILLUND,Denmark,4669,n.a.,549,358,228,323,222,n.a.,n.a.,n.a.,n.a.,n.a.,122,101,91,78,55,n.a.,n.a.,n.a.,n.a.
19.,NORDIC SUGAR A/S,LANGEBROGADE 1,KOEBENHAVN K,Denmark,1081,n.a.,437,355,451,481,476,n.a.,n.a.,n.a.,n.a.,n.a.,509,516,519,541,538,n.a.,n.a.,n.a.,n.a.
1.,NOVO NORDISK A/S,NOVO ALLE,BAGSVAERD,Denmark,2120,n.a.,"15,136","14,987","12,053","11,302","10,551","9,000","8,187","6,877","6,232",n.a.,"41,971","40,638","40,957","37,978","34,286","32,136","30,014","28,809","26,575"
7.,NOVOZYMES A/S,KROGSHOEJVEJ 36,BAGSVAERD,Denmark,2110,n.a.,"1,918","1,896","1,722","1,575","1,513","1,423","1,305","1,138","1,114",n.a.,"6,149","6,485","6,454","6,162","5,950","5,751","5,357","5,217","5,146"
76.,NYBORG FORSYNING OG SERVICE A/S,GASVAERKSVEJ 2,NYBORG,Denmark,3600,n.a.,27,28,28,30,29,n.a.,n.a.,n.a.,n.a.,n.a.,58,57,56,56,59,n.a.,n.a.,n.a.,n.a.
149.,NYBRO TOERRERI A.M.B.A.,NYBROVEJ 167,JANDERUP VESTJ,Denmark,1091,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,10,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
221.,NYKOEBING M FJERNVARMEVAERK A.M.B.A.,KJAERGAARDSVEJ 20,NYKOEBING M,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
214.,NYKOEBING SJ VARMEVAERK,BILLESVEJ 10,NYKOEBING SJ,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
234.,ODDER VARMEVAERK A M B A,SKOVDALSVEJ 8,ODDER,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
13.,OERSTED BIOENERGY & THERMAL POWER A/S,OERSTED A/S,FREDERICIA,Denmark,3511,n.a.,660,752,887,"1,022","1,040",n.a.,n.a.,n.a.,n.a.,n.a.,777,795,855,966,"1,094",n.a.,n.a.,n.a.,n.a.
4.,OERSTED SALG & SERVICE A/S,KRAFTVAERKSVEJ 53,FREDERICIA,Denmark,4671,n.a.,"4,315","5,999","5,902","5,191","5,526",n.a.,n.a.,n.a.,n.a.,n.a.,146,166,165,161,451,n.a.,n.a.,n.a.,n.a.
178.,OESTERVANG SJAELLAND A/S,MYREKAERVEJ 3,HAARLEV,Denmark,0113,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,5,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
143.,OESTERVRAA VARMEVAERK AMBA,INDUSTRIVEJ 3,OESTER VRAA,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
56.,"P/F ATLANTIC AIRWAYS, FAROE ISLANDS",FLOGVOELLURIN,"SOERVAGUR, FAEROEERNE",Faroe Islands (Denmark),7911,n.a.,70,67,77,73,67,n.a.,n.a.,n.a.,n.a.,n.a.,173,171,182,181,172,n.a.,n.a.,n.a.,n.a.
38.,PALSGAARD A/S,PALSGAARDVEJ 10,JUELSMINDE,Denmark,2059,n.a.,158,145,133,142,135,n.a.,n.a.,n.a.,n.a.,n.a.,331,338,331,289,281,n.a.,n.a.,n.a.,n.a.
112.,PARTNERSELSKABET OY - KVP,SCANOMAT A/S,KOKKEDAL,Denmark,5110,n.a.,1,0,1,1,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.
157.,PETERSEN TEGL A/S,NYBOELNORVEJ 14,BROAGER,Denmark,2332,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,152,69,63,60,59,n.a.,n.a.,n.a.,n.a.
49.,PRIMERA AIR SCANDINAVIA A/S,DIGEVEJ 114,KOEBENHAVN S,Denmark,5110,n.a.,97,118,204,172,159,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,107,215,204,183,n.a.,n.a.,n.a.,n.a.
64.,RANDERS TEGL A/S,MINERALVEJ 4,AALBORG OEST,Denmark,2332,n.a.,54,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,179,162,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
93.,REFA ENERGI A/S,ENERGIVEJ 4,NYKOEBING F,Denmark,3530,n.a.,11,11,11,12,7,n.a.,n.a.,n.a.,n.a.,n.a.,20,18,18,11,4,n.a.,n.a.,n.a.,n.a.
160.,REGION HOVEDSTADEN,KONGENS VAENGE 2,HILLEROED,Denmark,8411,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"1,750",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
163.,REGULERKRAFT IKAST APS,GRUNDTVIGSVEJ 9,HERNING,Denmark,3511,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
126.,RENOSYD I/S,NORGESVEJ 13,SKANDERBORG,Denmark,3821,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,75,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
63.,RHEINLAND AIR SERVICE GMBH,FLUGHAFENSTR. 31,MOENCHENGLADBACH,Germany,3316,n.a.,n.a.,54,65,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,209,181,151,150,120,95,95,n.a.
220.,RIBE FJERNVARME AMBA,MOSEVEJ 100,RIBE,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
173.,RINGE FJERNVARMESELSKAB A M B A,OESTRE RINGVEJ 43,RINGE,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
190.,RINGKOEBING FJERNVARMEVAERK A.M.B.A.,KONGEVEJEN 19 A,RINGKOEBING,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
110.,RINGSTED KRAFTVARMEVAERK A/S,BRAGESVEJ 18,RINGSTED,Denmark,3511,n.a.,2,1,1,2,2,n.a.,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
43.,ROCKWOOL A/S,HOVEDGADEN 501,HEDEHUSENE,Denmark,2399,n.a.,126,121,120,117,118,n.a.,n.a.,n.a.,n.a.,n.a.,528,564,535,533,569,n.a.,n.a.,n.a.,n.a.
95.,ROENNE VARME A/S,SANDEMANDSVEJ 1 A,ROENNE,Denmark,3530,10,12,11,11,10,n.a.,n.a.,n.a.,n.a.,n.a.,0,0,0,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.
