,Company name,"Street, no., building etc, line 1",City,Country,"NACE Rev. 2
Core code (4 digits)","Operating
revenue
(Turnover)
m EUR
2017","Operating
revenue
(Turnover)
m EUR
2016","Operating
revenue
(Turnover)
m EUR
2015","Operating
revenue
(Turnover)
m EUR
2014","Operating
revenue
(Turnover)
m EUR
2013","Operating
revenue
(Turnover)
m EUR
2012","Operating
revenue
(Turnover)
m EUR
2011","Operating
revenue
(Turnover)
m EUR
2010","Operating
revenue
(Turnover)
m EUR
2009","Operating
revenue
(Turnover)
m EUR
2008","Number of employees
2017","Number of employees
2016","Number of employees
2015","Number of employees
2014","Number of employees
2013","Number of employees
2012","Number of employees
2011","Number of employees
2010","Number of employees
2009","Number of employees
2008"
532.,A. AGRATI S.P.A.,VIA PIAVE 28,VEDUGGIO CON COLZANO,Italy,2594,n.a.,500,405,376,337,327,362,n.a.,n.a.,n.a.,n.a.,"2,360","1,904","1,881","1,869","1,781","1,760",n.a.,n.a.,n.a.
406.,A.MERATI E C. - CARTIERA DI LAVENO - SOCIETA' PER AZIONI,VIA SILVIO PELLICO 5,LAVENO-MOMBELLO,Italy,1712,n.a.,51,51,49,43,40,41,33,25,30,n.a.,66,64,63,65,63,63,66,73,81
168.,A.S.M. VOGHERA S.P.A.,VIA CESARE POZZONI 2,VOGHERA,Italy,3520,n.a.,68,89,74,89,80,77,125,123,110,n.a.,323,368,317,258,257,268,277,265,258
45.,A2A AMBIENTE S.P.A.,VIA ALESSANDRO LAMARMORA 230,BRESCIA,Italy,3821,n.a.,368,381,401,317,112,105,111,111,59,n.a.,748,738,731,346,164,163,161,194,91
899.,A2A CALORE & SERVIZI S.R.L.,VIA ALESSANDRO LAMARMORA 230,BRESCIA,Italy,3511,n.a.,227,240,250,320,314,291,273,278,133,n.a.,339,332,342,340,331,324,327,327,212
179.,A2A ENERGIEFUTURE S.P.A.,CSO DI PORTA VITTORIA 4,MILANO,Italy,3511,n.a.,112,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,307,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
793.,A2A GENCOGAS S.P.A.,CSO DI PORTA VITTORIA 4,MILANO,Italy,3511,n.a.,96,34,38,47,58,63,42,46,0,n.a.,172,39,40,38,37,37,96,37,33
507.,A2L ENERGY S.R.L.,VIA GIOVANNI FALCONE E PAOLO BORSEL,NOVATE MILANESE,Italy,7112,n.a.,6,0,1,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,6,6,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
63.,AB MAURI ITALY S.P.A.,VIA MILANO 42,CASTEGGIO,Italy,1089,n.a.,64,61,50,51,58,62,72,74,17,n.a.,176,177,161,167,178,163,154,n.a.,80
761.,ABBERTON LIMITED,07557772: CH DEFAULT ADDRESS,CARDIFF,United Kingdom,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
98.,ABBVIE S.R.L., S.R. 148 PONTINA KM. 52 SNC,APRILIA,Italy,2120,n.a.,"1,097","1,097",952,824,442,n.a.,n.a.,n.a.,n.a.,n.a.,"1,255","1,304","1,273","1,209","1,232",n.a.,n.a.,n.a.,n.a.
54.,ABET LAMINATI S.P.A.,VLE INDUSTRIA 21,BRA,Italy,2221,n.a.,134,128,121,124,128,133,136,114,152,n.a.,655,631,648,663,689,707,718,758,784
682.,ACCIAIERIA ARVEDI S.P.A.,VIA GAETANO DONIZETTI 20,MILANO,Italy,2410,n.a.,"1,600","1,618","1,645","1,751","1,719","1,813","1,360",727,870,n.a.,"1,446","1,427","1,414","1,393","1,364","1,313","1,232","1,014",858
546.,ACCIAIERIE BERTOLI SAFAU S.P.A.,VIA BUTTRIO 28,POZZUOLO DEL FRIULI,Italy,2410,722,605,680,766,670,894,825,445,696,997,"1,100","1,080","1,062","1,037","1,039","1,046","1,011",955,"1,055","1,116"
452.,ACCIAIERIE DI CALVISANO S.P.A.,VIA JOHN KENNEDY 101/A,CALVISANO,Italy,2410,n.a.,124,115,114,127,178,215,182,136,331,n.a.,109,108,106,117,123,126,266,143,134
875.,ACCIAIERIE DI SICILIA S.P.A.,STS PASSO CAVALIERE 1/A,CATANIA,Italy,2410,n.a.,102,103,106,134,159,168,133,103,224,n.a.,186,187,194,200,200,190,179,164,136
82.,ACCIAIERIE DI VERONA S.P.A., INDUSTRIALE SNC,OSOPPO,Italy,2410,n.a.,233,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,403,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
355.,ACCIAIERIE VALBRUNA S.P.A.,VIA ALESSANDRO VOLTA 4,BOLZANO,Italy,2410,n.a.,709,833,841,752,920,"1,000",879,551,"1,046",n.a.,"2,412","2,412","2,406","2,387","2,616","2,579","2,610","2,736","2,690"
352.,ACCIAIERIE VENETE S.P.A.,RIV FRANCIA 9/11,PADOVA,Italy,2410,n.a.,636,698,746,786,784,985,761,340,996,n.a.,"1,152","1,123","1,038","1,106","1,094",n.a.,n.a.,"1,124","1,136"
659.,ACEA AMBIENTE S.R.L.,VIA GIORDANO BRUNO 7,TERNI,Italy,3511,n.a.,97,76,74,69,63,38,1,1,2,n.a.,200,126,112,110,121,100,17,17,23
255.,ACEA PRODUZIONE S.P.A.,PLE OSTIENSE 2,ROMA,Italy,3511,n.a.,53,60,56,62,55,26,n.a.,n.a.,n.a.,n.a.,83,76,24,78,77,77,n.a.,n.a.,n.a.
292.,ACEGASAPSAMGA S.P.A.,VIA DEL TEATRO 5,TRIESTE,Italy,3600,n.a.,489,504,495,562,626,585,506,477,481,n.a.,"1,771","1,748","1,935","1,849","1,876","1,757","1,735","1,364","1,705"
166.,ACQUA MINERALE SAN BENEDETTO S.P.A.,VLE KENNEDY 65,SCORZE,Italy,1107,n.a.,704,733,682,696,746,732,678,673,676,n.a.,"1,071","1,060","1,082","1,083","1,079","1,103","1,099","1,142","1,233"
515.,ACQUI ENERGIA S.P.A.,VIA VIVARO 2,ALBA,Italy,3530,n.a.,4,4,4,5,4,3,2,0,n.a.,n.a.,2,2,2,1,1,n.a.,n.a.,n.a.,n.a.
747.,ACSM-AGAM S.P.A.,VIA CANOVA 3,MONZA,Italy,3522,n.a.,205,221,215,261,262,218,214,214,155,n.a.,413,433,462,463,446,469,424,426,287
603.,ADDA ONDULATI SOCIETA' PER AZIONI,VIA DELLA REPUBBLICA 6,ANNONE DI BRIANZA,Italy,1721,n.a.,46,46,44,42,46,53,45,33,43,n.a.,180,175,177,182,180,179,178,174,175
440.,ADRIA POWER S.R.L.,VIA GRANAROLO 175/3,FAENZA,Italy,3511,n.a.,n.a.,0,0,0,0,0,0,0,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
718.,AEM GESTIONI SRL,,,Italy,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
545.,AEROPORTI DI ROMA S.P.A IN FORMA ABBREVIATA ADR S.P.A,VIA DELL'AEROPORTO DI FIUMICINO 32,FIUMICINO,Italy,5223,n.a.,"1,237","1,024",816,703,625,641,615,578,585,n.a.,"3,039","2,808","2,365","2,152","2,318","2,399","2,356","2,352","2,327"
383.,AFL S.P.A.,VIA RUBINI 44,DONGO,Italy,2451,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
299.,AFV ACCIAIERIE BELTRAME S.P.A.,VLE DELLA SCIENZA 81,VICENZA,Italy,2410,n.a.,923,"1,043","1,085","1,045","1,342","1,586","1,136",876,"2,039",n.a.,"1,983","1,998","2,168","2,356","2,518","2,613","2,605","2,725","2,706"
540.,AGC FLAT GLASS ITALIA S.R.L.,VIA GENOVA 31,CUNEO,Italy,2311,n.a.,324,279,254,271,209,224,201,189,240,n.a.,597,561,285,675,680,675,689,758,775
789.,AGRICOLA INDUSTRIALE DELLA FAELLA S.P.A.,LOC PRATIGLIOLMI 12,CASTELFRANCO PIANDISCO,Italy,2332,n.a.,6,5,8,7,6,10,10,10,12,n.a.,79,81,84,85,84,86,88,91,91
644.,AGRICOLA TRE VALLI - SOCIETA' COOPERATIVA,VIA VALPANTENA 18/G,VERONA,Italy,1012,n.a.,"2,107","3,105","3,135","3,251","3,136","2,940","2,510","2,290","2,386",n.a.,"6,812","6,760","6,613","6,284","6,161","6,067","5,977","5,163","5,699"
353.,AGRICONSERVE REGA SOCIETA' COOPERATIVA AGRICOLA,VIA VECCHIA STRIANO 3,SARNO,Italy,1030,n.a.,19,21,20,17,14,15,9,0,n.a.,n.a.,47,46,54,47,70,26,n.a.,n.a.,n.a.
1.,AGUSTAWESTLAND S.P.A.,PZA MONTE GRAPPA 4,ROMA,Italy,3030,n.a.,16,"2,832","2,858","2,859","2,877","2,486","2,401","2,460","2,279",n.a.,n.a.,"5,685","5,918","5,947","5,822","5,739","5,730","5,742","5,554"
583.,AHLSTROM ITALY S.P.A.,VIA STURA 98,MATHI,Italy,1712,n.a.,127,124,121,71,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,307,301,332,298,n.a.,n.a.,n.a.,n.a.,n.a.
650.,AHLSTROM TURIN SPA,,,Italy,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
639.,AIC GLOBAL HOLDINGS INC,1375 KERNS RD,BURLINGTON,Canada,6420,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
188.,AIR ITALY S.P.A.,VIA GUSTAVO MORENO,SOMMA LOMBARDO,Italy,5110,n.a.,105,13,111,127,222,213,n.a.,181,169,n.a.,444,429,397,409,450,467,n.a.,515,331
439.,AIR LIQUIDE ITALIA PRODUZIONE SRL,VIA CALABRIA 31,MILANO,Italy,2011,n.a.,301,312,339,373,397,378,189,156,195,n.a.,221,212,206,202,204,200,135,139,139
473.,ALBANIAN AIRLINES,"SHESHI AVNI RUSTEMI, PALLATI TEUTA CONSTRUCTION, KATI 1",TIRANA,Albania,4690,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,130,n.a.,n.a.,n.a.,n.a.
39.,ALBERIO S.P.A.,STR DI MEZZO 69,CIRIMIDO,Italy,1041,n.a.,46,41,44,39,47,42,38,28,31,n.a.,51,47,48,48,46,45,44,42,41
25.,ALCANTARA S.P.A.,VIA MECENATE 86,MILANO,Italy,1395,n.a.,192,169,36,111,108,98,80,66,85,n.a.,569,517,493,422,391,371,352,354,367
539.,ALCE S.P.A.,VIA TORRE 7,SAN MICHELE MONDOVI,Italy,1712,n.a.,1,1,1,1,6,7,6,15,38,n.a.,1,33,62,71,76,81,91,102,107
542.,ALCOA TRASFORMAZIONI S.R.L. CON UNICO SOCIO,PZA GIUSEPPE MISSORI 2,MILANO,Italy,2442,n.a.,72,183,157,161,328,431,360,319,502,n.a.,153,301,703,793,806,843,934,"1,094","1,174"
677.,ALCOPLUS SPA,VIA CONVERTITE 8,FAENZA,Italy,4638,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,38,30,32,38,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,2,3,10,27
139.,ALENIA AERMACCHI S.P.A.,PZA MONTE GRAPPA 4,ROMA,Italy,3030,n.a.,10,"3,509","3,531","3,228","2,779","2,192","2,505","2,480","2,494",n.a.,n.a.,"10,409","10,602","10,382","10,758","9,484",n.a.,n.a.,n.a.
209.,ALESSANDRIA CALORE S.R.L.,CSO NINO BIXIO 8,ALBA,Italy,3530,n.a.,2,1,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
144.,ALFA ACCIAI S.P.A.,VIA SAN POLO 152,BRESCIA,Italy,2410,n.a.,461,462,504,561,642,620,512,380,915,n.a.,679,675,654,683,746,760,767,827,815
783.,ALITALIA - SOCIETA' AEREA ITALIANA S.P.A.,VIA ALBERTO NASSETTI PAL.ALFA S.N.,FIUMICINO,Italy,5110,n.a.,n.a.,"3,145",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"10,134",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
825.,ALMA PETROLI - S.P.A.,VIA DI ROMA 67,RAVENNA,Italy,1920,n.a.,58,42,87,100,131,103,110,87,125,n.a.,80,79,79,81,82,82,81,82,76
118.,ALPERIA ECOPLUS SRL,VIA DODICIVILLE 8,BOLZANO,Italy,3530,n.a.,19,5,6,6,6,6,0,0,0,n.a.,26,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
330.,ALPIQ VERCELLI S.R.L.,VIA GIORGIO STEPHENSON 73,MILANO,Italy,3510,n.a.,0,0,0,5,8,5,2,9,9,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
641.,ALSTOM FERROVIARIA S.P.A.,VIA OTTAVIO MORENO 23,SAVIGLIANO,Italy,3020,n.a.,921,870,"1,038",926,827,"1,147","1,128",954,903,n.a.,"2,118","2,053","2,080","2,247","2,337","2,511","2,631","2,739","2,767"
527.,ALTAECO SPA,VIA GIOVANNI PASCOLI 4,VITTUONE,Italy,2331,n.a.,28,30,30,34,37,42,41,38,50,n.a.,332,365,353,357,362,368,374,387,429
437.,AMBIENTE S.P.A.,VIA DAVIDE BERTOLOTTI 7,TORINO,Italy,3810,n.a.,15,15,11,9,8,9,10,11,8,n.a.,23,30,29,29,31,29,39,38,39
647.,AMGA SERVICE S.R.L.,VIA PER BUSTO ARSIZIO 53,LEGNANO,Italy,6832,n.a.,n.a.,n.a.,n.a.,5,5,5,4,5,5,n.a.,n.a.,n.a.,n.a.,12,13,14,18,19,19
479.,AMRASH PTY. LTD.,"SE 1 L 21, 307 QUEEN ST",BRISBANE CITY,Australia,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,3,3,n.a.,n.a.,n.a.,n.a.,n.a.
585.,ANIELLO LONGOBARDI S.R.L,VIA ACHILLE GRANDI,SCAFATI,Italy,1039,n.a.,16,21,19,18,13,18,16,17,19,n.a.,46,57,62,61,43,51,40,63,161
419.,ANSALDO ENERGIA S.P.A.,VIA NICOLA LORENZI 8,GENOVA,Italy,2811,n.a.,"1,375","1,063","1,272","1,253","1,346",n.a.,n.a.,n.a.,n.a.,n.a.,"4,227","3,620","3,801","3,229","3,310",n.a.,n.a.,n.a.,n.a.
295.,ANSALDOBREDA S.P.A.,VIA LOUIS BLERIOT 82,NAPOLI,Italy,3020,n.a.,47,28,684,460,488,277,622,572,665,n.a.,239,278,"2,203","2,275","2,252","2,151","2,244","2,425","2,417"
468.,ANTONIO COCCO,VIA GIOVANNI CODAGNELLO 13,PIACENZA,Italy,4511,n.a.,0,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,1,1,1,n.a.,n.a.,n.a.,n.a.,n.a.
667.,ANTONIO PETTI FU PASQUALE S.P.A.,VIA SAN CLEMENTE 16,NOCERA SUPERIORE,Italy,1039,n.a.,199,164,161,179,183,167,161,204,186,n.a.,244,237,217,250,279,263,174,172,275
529.,AOM CONSERVE ALIMENTARI SOCIETA' COOPERATIVA AGRICOLA, INDUSTRIALE SNC,TERMOLI,Italy,0120,n.a.,6,8,6,6,0,0,0,0,n.a.,n.a.,40,15,56,45,2,n.a.,n.a.,n.a.,n.a.
357.,API RAFFINERIA DI ANCONA - SOCIETA PER AZIONI,VIA FLAMINIA 685,FALCONARA MARITTIMA,Italy,1920,n.a.,179,190,151,76,133,137,141,n.a.,216,n.a.,372,378,385,389,399,414,444,n.a.,417
572.,APRICA S.P.A.,VIA ALESSANDRO LAMARMORA 230,BRESCIA,Italy,3811,n.a.,105,100,96,196,228,251,235,144,139,n.a.,727,686,621,673,713,688,691,562,558
32.,AQUAFIL S.P.A.,VIA LINFANO 9,ARCO,Italy,7490,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
180.,AR INDUSTRIE ALIMENTARI S.P.A.,VIA BATTIMELLI 25,SANT'ANTONIO ABATE,Italy,1039,n.a.,2,48,51,67,90,n.a.,261,281,266,n.a.,83,164,187,253,310,n.a.,714,660,702
142.,ARCELORMITTAL PIOMBINO S.P.A.,VIA PASQUALE VILLARI 39,FIRENZE,Italy,2410,n.a.,386,378,313,293,326,347,429,386,453,n.a.,631,657,664,674,688,709,739,787,806
491.,ARCONIC INC.,"390, PARK AVENUE",NEW YORK,United States of America,2442,n.a.,"11,758","11,402","10,330","16,701","17,963","19,284","15,718","12,800","19,330",n.a.,"41,500","60,000","59,000","60,000","61,000","61,000","59,000","59,000","87,000"
594.,AREA INDUSTRIE CERAMICHE S.R.L. - IN CONCORDATO PREVENTIVO,LOC SELCIATELLA SNC,ANAGNI,Italy,2331,n.a.,1,1,0,0,4,11,11,9,n.a.,n.a.,n.a.,18,18,97,98,100,107,n.a.,n.a.
636.,ARIETE S.R.L.,VIA GINO PALUMBO 37,CAVA DE' TIRRENI,Italy,1722,n.a.,20,19,17,18,17,14,12,12,3,n.a.,23,25,24,25,27,24,27,n.a.,n.a.
377.,ARKEMA S.R.L.,VIA PREGNANA 63,RHO,Italy,2016,n.a.,351,370,383,323,259,263,263,173,474,n.a.,512,492,510,439,361,391,387,392,420
92.,ARPA INDUSTRIALE S.P.A.,VIA GIOVANNI PIUMATI 91,BRA,Italy,2221,n.a.,115,101,n.a.,80,70,77,74,61,n.a.,n.a.,402,400,n.a.,401,415,436,444,443,n.a.
500.,ARTENIUS ITALIA SPA,VIA ENRICO FERMI 46,SAN GIORGIO DI NOGARO,Italy,2016,n.a.,n.a.,n.a.,n.a.,n.a.,174,177,174,121,139,n.a.,n.a.,n.a.,n.a.,n.a.,114,117,117,119,120
79.,ASFO S.P.A.,VIA VINCENZO GIOBERTI 1,MILANO,Italy,2550,n.a.,98,129,112,108,117,112,77,65,147,n.a.,387,381,353,347,343,307,190,190,192
642.,ASO FORGE S.R.L.,VIA SERIOLA 122,OSPITALETTO,Italy,2550,n.a.,39,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,61,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
326.,ASO SIDERURGICA SPA,VIA SERIOLA 122,OSPITALETTO,Italy,2410,n.a.,93,158,186,169,182,150,94,86,198,n.a.,164,318,301,306,202,188,163,159,158
403.,ASO SPS S.P.A.,VIA ANTONIO SALIERI 32,OPPEANO,Italy,2410,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
47.,ASSOCOGEN VICENZA S.R.L.,VIA ENRICO FERMI 134,VICENZA,Italy,2711,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
745.,ATICARTA S.R.L. A SOCIO UNICO IN LIQUIDAZIONE,VIA DI SOTTO 3/A,PESCARA,Italy,,n.a.,n.a.,n.a.,0,0,0,0,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
626.,ATTIANESE S.P.A.,VIA NAZIONALE SN,NOCERA SUPERIORE,Italy,1030,n.a.,83,73,56,58,56,40,38,44,6,n.a.,127,91,84,93,41,62,54,54,n.a.
689.,AVI.COOP SOCIETA' COOPERATIVA AGRICOLA IN BREVE: AVI.COOP S.C.A. OVVERO: AVI.COOP SOC. COOP. AGR.,VIA DEL RIO 336,CESENA,Italy,1012,n.a.,447,474,468,493,333,301,268,266,247,n.a.,"3,030","3,001","2,912","2,790","2,532","2,403","2,342","2,342","2,157"
171.,AVIATION CORPORATION MAYAK-AVIA LIMITED LIABILITY COMPANY,"PR-KT VERNADSKOGO D.24, OFFICE 3",MOSCOW,Russian Federation,4614,n.a.,n.a.,1,2,1,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,22,22,11,2,n.a.,n.a.,n.a.,n.a.
289.,AVINO E ANNUNZIATA SERVICE S.P.A. IN LIQUIDAZIONE,VIA LUIGI GUERRASIO 147,CASTEL SAN GIORGIO,Italy,1039,n.a.,n.a.,n.a.,13,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,17,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
771.,"AZIENDA MULTISERVIZI IGIENE AMBIENTALE TORINO S.P.A., SIGLABILE AMIAT S.P.A.",VIA GERMAGNANO 50,TORINO,Italy,3821,n.a.,192,201,196,196,199,199,216,219,194,n.a.,"1,590","1,673","1,810","1,797","1,874","1,973","2,025","2,070","2,079"
596.,AZIENDA PUBBLISERVIZI BRUNICO, ANELLO NORD 19,BRUNICO,Italy,3511,n.a.,42,41,42,45,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,48,47,45,44,n.a.,n.a.,n.a.,n.a.,n.a.
751.,BALMORAL AIR PTY. LTD.,L 100 PACIFIC HWY 3,ST LEONARDS,Australia,5110,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
566.,BARILLA G. E R. FRATELLI - SOCIETA' PER AZIONI,VIA MANTOVA 166,PARMA,Italy,1073,n.a.,"2,510","2,504","2,481","2,461","2,443","2,393","2,322","2,370","2,464",n.a.,"4,073","3,993","4,066","4,203","4,184","4,117","4,337","4,386","4,430"
612.,BARTOLI S.P.A.,VIA VOLTERRANA 9,FIRENZE,Italy,4519,n.a.,30,20,20,14,16,21,21,14,24,n.a.,13,12,13,14,13,13,13,14,13
617.,BAS POWER S.R.L.,"VIA MAURO CODUSSI, 46",BERGAMO,Italy,3511,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,17,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
177.,BASELL POLIOLEFINE ITALIA S.R.L.,VIA SOPERGA 14/A,MILANO,Italy,2016,n.a.,"1,007","1,030","1,095","1,070","1,043","1,118","1,146",780,"1,195",n.a.,"1,017","1,021","1,020","1,082","1,137","1,171","1,289","1,198","1,202"
306.,BASF ITALIA S.P.A.,VIA G.MARCONATO 8,CESANO MADERNO,Italy,4618,n.a.,"1,750","1,653",582,545,512,575,434,225,394,n.a.,"1,252","1,277","1,031","1,071","1,075","1,002",985,601,657
34.,BELAVIA-BELARUSIAN AIRLINES,DE CUSERSTRAAT 93,AMSTERDAM,Netherlands,5100,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,2,n.a.,1,n.a.,1,n.a.
275.,BELLE AIR,"SHESHI SKENDERBEJ, PALLATI I KULTURES",TIRANA,Albania,4690,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,68,68,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
64.,BELLE AIR EUROPE S.R.L.,PLE SANDRO SORDONI,FALCONARA MARITTIMA,Italy,5110,n.a.,n.a.,n.a.,n.a.,46,46,29,3,0,n.a.,n.a.,n.a.,n.a.,n.a.,189,95,71,35,n.a.,n.a.
634.,BENETTON GROUP S.R.L.,VIA VILLA MINELLI 1,PONZANO VENETO,Italy,4690,n.a.,"1,151","1,209","1,319","1,204","1,408","1,601","1,644","1,701","1,789",n.a.,"3,211","3,065","3,011","1,916","1,450","1,279","1,223","1,139","1,296"
46.,BERCO S.P.A.,VIA I MAGGIO 237,COPPARO,Italy,2840,n.a.,296,343,327,335,465,480,321,188,553,n.a.,"1,949","1,937","2,121","2,234","2,639","2,681","2,883","3,008","3,142"
418.,BERTOCCI MONTAGGI - SOCIETA' A RESPONSABILITA' LIMITATA,VIA OMBRONE 6,PIOMBINO,Italy,2511,n.a.,4,4,6,8,9,9,8,7,7,n.a.,40,28,27,29,30,31,n.a.,n.a.,n.a.
350.,BG ITALIA POWER S.R.L.,VIA TORTONA 25,MILANO,Italy,3511,n.a.,0,0,1,9,271,320,290,261,314,n.a.,2,1,2,3,5,7,7,8,10
174.,BIEFFE MEDITAL S.P.A.,VIA NUOVA PROVINCIALE S.N.C.,GROSOTTO,Italy,2120,n.a.,116,100,75,65,76,79,68,69,61,n.a.,523,496,392,385,390,386,405,442,467
427.,BIELLA POWER S.R.L. IN LIQUIDAZIONE,VIA MONTALBINO 3/5,MILANO,Italy,3511,n.a.,n.a.,n.a.,0,0,2,1,2,1,2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
669.,BIO ENERGIA GUARCINO S.R.L.,VIA MADONNA DI LORETO 2,GUARCINO,Italy,3511,n.a.,n.a.,31,33,23,16,28,13,0,0,n.a.,n.a.,3,2,2,2,2,n.a.,n.a.,n.a.
809.,BIOMASSE CROTONE S.P.A.,STS 106 SNC,CROTONE,Italy,3511,n.a.,48,54,53,49,6,0,n.a.,n.a.,n.a.,n.a.,25,24,23,22,25,30,n.a.,n.a.,n.a.
931.,BIOMASSE ITALIA S.P.A.,STS 106,STRONGOLI,Italy,3511,n.a.,85,84,79,80,n.a.,82,78,95,107,n.a.,42,41,39,38,n.a.,77,88,93,93
109.,BIONDANI T.M.G. SPA,VIA BARTOLOMEO BACILIERI 6,VERONA,Italy,6810,n.a.,6,5,5,6,6,9,9,14,n.a.,n.a.,28,28,31,33,35,41,47,46,n.a.
481.,BIOPOWER SARDEGNA S.R.L.,VIA DODICIVILLE 8,BOLZANO,Italy,3511,n.a.,46,49,38,42,30,n.a.,41,28,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.
392.,BIPAN S.P.A.,VIA SANTA MARIA 32,BICINICCO,Italy,1621,n.a.,109,105,101,86,92,96,91,80,108,n.a.,195,197,191,187,191,196,200,201,199
744.,BIRAGHI - S.P.A.,VIA CUNEO 1,CAVALLERMAGGIORE,Italy,1051,n.a.,117,114,127,121,114,117,99,75,98,n.a.,152,145,146,138,137,139,139,133,130
370.,BIRRA FORST S.P.A.,VIA VENOSTA 8,LAGUNDO,Italy,1105,n.a.,181,162,155,140,135,132,125,122,118,n.a.,730,465,453,431,408,414,441,432,453
743.,BIRRA PERONI S.R.L.,VIA RENATO BIROLLI 8,ROMA,Italy,1105,n.a.,290,367,357,357,361,509,501,501,522,n.a.,717,710,729,750,742,739,735,n.a.,784
556.,BISAZZA S.P.A. (UNIPERSONALE),VLE MILANO 56,MONTECCHIO MAGGIORE,Italy,2319,n.a.,33,33,37,42,46,52,54,55,105,n.a.,89,94,105,119,137,171,228,263,266
