,Company name,"Street, no., building etc, line 1",City,Country,"NACE Rev. 2
Core code (4 digits)","Operating
revenue
(Turnover)
m EUR
2017","Operating
revenue
(Turnover)
m EUR
2016","Operating
revenue
(Turnover)
m EUR
2015","Operating
revenue
(Turnover)
m EUR
2014","Operating
revenue
(Turnover)
m EUR
2013","Operating
revenue
(Turnover)
m EUR
2012","Operating
revenue
(Turnover)
m EUR
2011","Operating
revenue
(Turnover)
m EUR
2010","Operating
revenue
(Turnover)
m EUR
2009","Operating
revenue
(Turnover)
m EUR
2008","Number of employees
2017","Number of employees
2016","Number of employees
2015","Number of employees
2014","Number of employees
2013","Number of employees
2012","Number of employees
2011","Number of employees
2010","Number of employees
2009","Number of employees
2008"
169,ASL AIRLINES FRANCE S A,15 RUE DU HAUT DE LAVAL,TREMBLAY EN FRANCE,France,5121,n.a.,158,191,203,208,259,270,260,244,270,n.a.,365,365,382,393,n.a.,n.a.,473,n.a.,n.a.
551,ASS GROUP RECHER APPLI HOSPITALIERES,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
545,ASS LA P'TITE FAC,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
548,ASSOC POUR GEOTHERMIE SUD VAL DE MARNE,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
557,ASSOCIATION DE FORMATION MEDICALE MULHOUSIENNE,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
273,ATEMAX FRANCE,RESIDENCE LES PORTES DE L ATLANTIQUE,LE MANS,France,3812,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,40,39,36,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,191,199,189,n.a.
60,AUBERT & DUVAL,TOUR MONTPARNASSE,PARIS,France,2550,n.a.,878,852,841,804,814,805,668,598,893,n.a.,"3,726","3,440","3,323","3,518",n.a.,"3,229","3,422",n.a.,"3,487"
361,AUBRY,LA CHEVALERIE LA CHEVALERIE,LE CHATEAU-D'OLERON,France,4638,n.a.,16,15,21,22,22,17,12,10,11,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
418,AUCHELAINE,BD JACQUES DEWAVRIN,AUCHEL,France,1310,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
414,AULNAY ENERGIE SERVICES,5 RUE DU DOCTEUR FLEMING,AULNAY SOUS BOIS,France,3530,n.a.,7,7,7,8,8,7,7,7,8,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
70,AUTO CHASSIS INTERNATIONAL,13 QUAI ALPHONSE LE GALLO,BOULOGNE BILLANCOURT,France,2932,n.a.,727,648,593,559,587,n.a.,647,596,693,n.a.,n.a.,n.a.,195,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,AVENTIS PRINCIPES ACTIFS PHARMACEUTIQUES,20 AV RAYMOND ARON,ANTONY,France,2110,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
472,AVIALAIR,8 RUE HENRI LOSSIER ADP LE BOURGET,BONNEUIL EN FRANCE,France,4614,n.a.,n.a.,n.a.,1,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,AVIATION 604 AG,C/O IAW HOLDING AG,ZUG,Switzerland,5223,4,5,5,4,4,4,n.a.,n.a.,n.a.,n.a.,4,4,4,4,4,4,6,6,n.a.,n.a.
,AVIATRAX SA,"17, BLD ROYAL",LUXEMBOURG,Luxembourg,5223,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,AXENS,89 BOULEVARD FRANKLIN ROOSEVELT,RUEIL MALMAISON,France,2059,n.a.,577,556,514,482,502,535,n.a.,420,586,n.a.,"1,171",n.a.,"1,068","1,012",999,958,n.a.,n.a.,n.a.
,B2 FLIGHT LLC C,2250 NE 25TH AVE,HILLSBORO,United States of America,3030,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,BANCO SAFRA,AVENIDA PAULISTA 2100 FLOOR 16,SAO PAULO,Brazil,6419,n.a.,"2,057","1,266","1,581","1,811","1,884","1,574",n.a.,n.a.,n.a.,n.a.,"5,876","5,752","5,824",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
162,BASF HEALTH AND CARE PRODUCTS FRANCE SAS,49 AVENUE GEORGES POMPIDOU,LEVALLOIS PERRET,France,2014,n.a.,174,190,182,182,219,341,290,237,322,n.a.,220,221,220,253,n.a.,n.a.,n.a.,480,522
264,BASF PERFORMANCE PRODUCTS FRANCE SAS,28 RUE DE LA CHAPELLE,HUNINGUE,France,2012,n.a.,58,67,90,109,114,171,230,281,380,n.a.,116,132,193,245,n.a.,n.a.,n.a.,n.a.,530
,BEACH CAPITAL MANAGEMENT,1514 PERIMETER RD,WEST PALM BEACH,United States of America,6612,15,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,BEFESA VALERA S A S,,,France,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
42,BEGHIN-SAY,"12, RUE JOSEPH BEGHIN",THUMERIES,France,1081,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,BELAIR AVIATION LLC,3 MANHATTANVILLE RD,PURCHASE,United States of America,3030,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,BERNARD PRODUCTIONS VEGETALES,179 ROUTE DE TREVOUX,ST ANDRE DE CORCY,France,4621,n.a.,78,84,81,105,92,78,n.a.,n.a.,n.a.,n.a.,119,117,125,110,100,95,n.a.,n.a.,n.a.
,BERRY TUFT,ZONE INDUSTRIELLE N 2,LE POINCONNET,France,6820,n.a.,n.a.,0,0,1,1,1,0,1,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
240,BIO SPRINGER,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,Credit needed,Credit needed,n.a.,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,BIOENERGIE DU SUD OUEST,ROCADE SUD D ARANCE,MONT,France,2014,n.a.,139,163,171,194,182,222,165,164,75,n.a.,65,65,65,n.a.,74,74,73,70,69
,BLOYET,ROUTE DE VANNES,ALLAIRE,France,4932,n.a.,n.a.,n.a.,1,1,1,1,1,1,1,n.a.,n.a.,n.a.,10,n.a.,7,8,8,7,7
181,BLUE PAPER,4 RUE CHARLES FRIEDEL,STRASBOURG,France,1712,n.a.,n.a.,136,99,8,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
66,BONDUELLE CONSERVE INTERNATIONAL,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Credit needed,Credit needed,Credit needed,Credit needed
62,BONDUELLE EUROPE LONG LIFE,RUE DE LA WOESTYNE,RENESCURE,France,1039,742,727,782,730,716,749,163,82,171,202,"2,271","2,534","2,437","1,972","1,867",n.a.,8,10,10,10
187,BONILAIT PROTEINES,BONNILLET,CHASSENEUIL DU POITOU,France,1051,n.a.,136,130,166,163,153,149,125,98,114,n.a.,226,230,228,223,n.a.,n.a.,n.a.,n.a.,n.a.
401,BORALEX BLENDECQUES SAS,71 RUE JEAN JAURES,BLENDECQUES,France,3530,n.a.,8,10,12,13,14,13,12,11,15,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,BORDEAU SA,LES POIRIERS,BRENOUILLE,France,4621,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,BORDELAISE DE MATERIAUX ENROBES,PARC ACTIVITES JACQUOTTE,FLOIRAC,France,2399,n.a.,11,8,11,11,12,11,10,9,13,n.a.,4,5,5,n.a.,5,6,3,6,7
125,BOREALIS CHIMIE,20 T RUE DE BEZONS,COURBEVOIE,France,2015,n.a.,290,384,391,501,534,535,444,449,801,n.a.,626,676,687,721,n.a.,736,814,903,n.a.
,BOREALIS-PRODUITS ET ENGRAIS CHIMIQUES DU RHIN,ZONE INDUSTRIELLE,OTTMARSHEIM,France,2015,n.a.,n.a.,168,171,152,n.a.,129,115,105,184,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,BOSCH SYSTEMES DE FREINAGE,126 RUE DE STALINGRAD,DRANCY,France,2811,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,BOULDER AVIATION MANAGEMENT,9596 METRO AIRPORT AVE,BROOMFIELD,United States of America,7112,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.,n.a.,n.a.
429,BOURGES-BIO-ENERGIE SERVICES,AVENUE DE LA PROSPECTIVE,BOURGES,France,3530,n.a.,5,5,5,5,6,11,6,15,5,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
161,BOUYER LEROUX,LIEU DIT L ETABLERE,LA SEGUINIERE,France,2332,n.a.,168,146,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,884,864,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
243,BOUYER LEROUX STRUCTURE,LIEU DIT L ETABLERE,LA SEGUINIERE,France,2332,n.a.,n.a.,69,n.a.,n.a.,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,328,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
123,BRAAS GMBH,FRANKFURTER LANDSTR. 2 -4,OBERURSEL,Germany,4673,n.a.,n.a.,288,285,272,291,313,286,239,246,n.a.,n.a.,"1,060","1,069","1,116","1,208","1,197","1,168","1,210","1,335"
518,BRASSERIE DE SAINT OMER LTEE,13A DAUPHINE STREET,PORT LOUIS,Mauritius,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
502,BRIE CHAMPAGNE ETHANOL,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
497,BRIQUETERIE DE ROUFFACH,1 RUE DE LA TUILERIE,ROUFFACH,France,2332,n.a.,n.a.,0,n.a.,n.a.,0,1,4,5,6,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,35
349,BRIQUETERIES DU NORD,9 EME RUE 9 EME RUE,LILLE,France,2332,n.a.,17,15,16,17,17,18,17,20,22,n.a.,73,n.a.,83,88,n.a.,n.a.,n.a.,n.a.,106
,BRITISH STEEL FRANCE RAIL,164 RUE MARECHAL FOCH,HAYANGE,France,2410,n.a.,n.a.,333,320,284,248,256,265,256,361,n.a.,n.a.,419,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
515,BUSNEL S.A.,,,Brazil,6420,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,36,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
107,BUTACHIMIE,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,Credit needed,n.a.,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
309,CABOT CARBONE,AVENUE DE PORT JEROME,LILLEBONNE,France,2013,n.a.,29,29,33,33,35,116,101,64,103,n.a.,86,89,90,91,99,79,75,n.a.,n.a.
416,CALAIS ENERGIE,ZAC MARCEL DORET,CALAIS,France,3530,n.a.,6,8,9,9,6,6,6,6,6,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
496,CALLET ENTREPRISES,10 AVENUE DE FONTCOUVERTE,AVIGNON,France,6420,n.a.,0,0,0,0,0,0,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,2,5,3,3
,CALVIN KLEIN STUDIO LLC,STE 1040 N STE 1040N,SANTA MONICA,United States of America,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,15
,CANELIA PETIT FAYT BEURRE,49 RUE DU VILLAGE,PETIT FAYT,France,4729,n.a.,n.a.,137,164,114,131,154,167,112,n.a.,n.a.,n.a.,111,105,99,n.a.,102,113,110,n.a.
,CANELIA ROUVROY POUDRE,ROUTE DEPARTEMENTALE 978,ROUVROY SUR AUDRY,France,1051,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,133,98,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,66,n.a.
254,CANSON,GRAND MURIER,ANNONAY,France,1723,n.a.,63,n.a.,n.a.,n.a.,59,n.a.,n.a.,n.a.,n.a.,n.a.,259,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
448,CANTELEU ENERGIE,55 AVENUE DE BUCHHOLZ,CANTELEU,France,3511,n.a.,3,3,4,5,2,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
18,CARGILL FRANCE,TOUR WINTHERTUR,PUTEAUX,France,4621,n.a.,"3,023","3,217","3,571","3,838","3,555","3,284",0,0,0,n.a.,933,983,n.a.,"1,007","1,183","1,264",n.a.,n.a.,n.a.
126,CARGILL HAUBOURDIN SAS,7 RUE DU MARECHAL JOFFRE,HAUBOURDIN,France,1062,271,276,321,298,346,342,n.a.,289,315,337,364,n.a.,n.a.,398,522,n.a.,n.a.,n.a.,n.a.,n.a.
287,CARRIERES & FOURS A CHAUX DE DUGNY,JARDINS BOIELDIEU,PUTEAUX,France,2352,n.a.,42,41,48,47,50,50,41,40,69,n.a.,82,86,84,82,81,80,85,100,109
320,CARRIERES ET CHAUX BALTHAZARD ET COTTE,ZONE ARTISANALE DE PRA PARIS,SASSENAGE,France,2352,n.a.,26,29,32,31,28,29,28,26,31,n.a.,67,69,68,n.a.,67,n.a.,n.a.,66,71
,CARTIER EUROPE B.V.,HERENGRACHT 436,AMSTERDAM,Netherlands,7022,n.a.,n.a.,6,7,9,8,7,6,6,6,n.a.,7,n.a.,7,n.a.,n.a.,n.a.,n.a.,7,7
324,CARTONNERIE OUDIN,RUE DE LA CARTONNERIE,TRUYES,France,1712,n.a.,25,23,22,21,21,20,18,15,17,n.a.,77,82,80,82,n.a.,85,n.a.,82,n.a.
164,CATERPILLAR FRANCE,40 AVENUE LEON BLUM,GRENOBLE,France,2892,n.a.,164,182,219,221,215,239,203,196,256,n.a.,"1,436","1,545","1,620","1,717","1,976",n.a.,"1,865","2,311","2,667"
112,CECA SA,89 BOULEVARD NATIONAL,LA GARENNE COLOMBES,France,2013,n.a.,n.a.,334,331,313,323,337,289,253,309,n.a.,n.a.,630,629,625,628,621,615,626,649
236,CELIA - S.R.L.,VIA BARBERINI 28,ROMA,Italy,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,CELIA-LAITERIE DE CRAON,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,Credit needed,n.a.,n.a.,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,CELINA AVIATION LTD.,APPLEBY,HAMILTON,Bermuda,5223,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
151,CELSA FRANCE,RUE MAURICE PERSE,BOUCAU,France,2410,n.a.,203,213,290,306,495,495,401,341,498,n.a.,182,64,199,n.a.,n.a.,249,252,248,254
396,CENEVIA,TOUR EUROPE,COURBEVOIE,France,3530,n.a.,9,10,9,11,11,8,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
299,CENPA,5 RUE DE LA GARE,SCHWEIGHOUSE SUR MODER,France,1712,n.a.,33,33,31,33,30,35,33,26,32,n.a.,79,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
542,CENTRE HOSPITALIER DE VALENCIENNES,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,CENTRE HOSPITALIER LA GRANDE,199 RUE JOLLIET,RADISSON,Canada,8710,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
543,CENTRE HOSPITALIER LE VINATIER,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
540,CENTRE HOSPITALIER REGIONAL DE MARSEILLE,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
541,CENTRE HOSPITALIER UNIVERSITAIRE,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
88,CENTRE HOSPITALIER UNIVERSITAIRE DE DIJON,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,CENTRE HOSPITALIER UNIVERSITAIRE DE POITIERS,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,CENTRE HOSPITALIER VICTOR DUPOUY,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
41,CENTRE NATIONAL D'ETUDES SPATIALES,2 PLACE MAURICE QUENTIN,PARIS,France,7219,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"1,171",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,CENTRE OUEST CEREALES,ZAE DE CHALEMBERT,JAUNAY MARIGNY,France,4621,n.a.,263,278,279,351,326,30,169,272,185,n.a.,n.a.,134,141,137,135,130,125,n.a.,101
128,CEREAL PARTNERS FRANCE,7 BOULEVARD PIERRE CARLE,NOISIEL,France,1061,n.a.,284,284,303,315,365,n.a.,389,397,421,n.a.,n.a.,n.a.,608,648,n.a.,n.a.,n.a.,585,n.a.
,CEREC,2 RUE RENE FOURCHET,RECQUIGNIES,France,2550,n.a.,17,16,10,0,n.a.,0,n.a.,n.a.,n.a.,n.a.,4,n.a.,104,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
351,CHALON'ENERGIE,16 BOULEVARD DE LA REPUBLIQUE,CHALON SUR SAONE,France,3530,n.a.,17,18,22,17,26,22,19,22,18,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,CHALONS ENERGIES,6 RUE DES TREZELOTS,PULNOY,France,3511,n.a.,3,4,4,4,8,10,9,9,11,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,CHARTON,4 PLACE CHARLES HERNU,VILLEURBANNE,France,5610,n.a.,5,5,5,5,5,5,5,4,4,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
310,CHAUX DE PROVENCE - SACAM,1525 ANCIENNE ROUTE DE MARTIGUES,CHATEAUNEUF LES MARTIGUES,France,2352,n.a.,30,29,22,24,23,19,17,18,21,n.a.,27,27,29,25,n.a.,26,n.a.,24,n.a.
381,CHAUX DE SAINT ASTIER,LIEU DIT LA JARTHE,ST ASTIER,France,2352,n.a.,n.a.,n.a.,n.a.,9,10,10,11,10,9,n.a.,n.a.,n.a.,n.a.,44,41,40,37,37,37
277,CHAUX ET DOLOMIE FRANCAISES,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Credit needed
270,CHAUX ET DOLOMIES DU BOULONNAIS,102 JARDINS BOIELDIEU,PUTEAUX,France,2352,n.a.,53,61,74,77,84,84,73,67,90,n.a.,71,74,76,74,75,76,75,78,83
397,CHELLES CHALEUR,62 RUE DE LA BELLE ILE,CHELLES,France,3530,n.a.,9,9,9,9,8,8,8,7,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,CHINA CARGO AIRLINES LTD.,CHINA CARGO AIRLINES BUILDING,SHANGHAI,China,5121,n.a.,454,555,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,610,610,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
509,CICEO SRL,STR. STEFAN CEL MARE NR. 2 BL. A AP. 3,MANGALIA,Romania,4751,n.a.,0,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.
,CIE IBM FRANCE,17 AVENUE DE L EUROPE,BOIS COLOMBES,France,6203,n.a.,"2,880","2,991","3,033","3,212","3,443","3,498","3,587","3,570","4,016",n.a.,"6,982","7,270",n.a.,n.a.,"9,313","9,730","9,922","10,323","10,208"
81,CIMENTS CALCIA,RUE DES TECHNODES,GUERVILLE,France,2351,n.a.,645,651,714,780,897,960,927,896,"1,068",n.a.,"1,321","1,364","1,370","1,369","1,383","1,398","1,421","1,444","1,446"
307,CLARIANT PRODUCTION (FRANCE),6 RUE LOUISE MICHEL,CHOISY LE ROI,France,2059,n.a.,31,82,114,169,184,110,145,93,130,n.a.,47,321,317,398,421,211,318,280,327
474,CLARIANT SERVICES (FRANCE),6 RUE LOUISE MICHEL,CHOISY LE ROI,France,7010,n.a.,1,2,2,0,1,1,10,21,22,n.a.,n.a.,n.a.,n.a.,n.a.,8,n.a.,n.a.,146,158
445,"CLAUDE, S.R.O.",STANICNE NAMESTIE 11,KOSICE,Slovakia,5630,n.a.,4,4,4,3,2,2,1,2,2,n.a.,75,75,75,38,38,38,15,15,15
424,CLICHY ENERGIE VERTE,21 RUE FOURNIER,CLICHY,France,3530,n.a.,6,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,CLUB PREMIER LTD,BALFOUR HOUSE 741 HIGH ROAD,LONDON,United Kingdom,7022,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,COCA-COLA SOUTH PACIFIC PTY LTD,L 9 40 MOUNT ST,NORTH SYDNEY,Australia,8299,n.a.,104,100,97,99,128,121,112,87,67,n.a.,130,127,128,136,133,131,140,139,139
,CODEMA S.R.L.,VIA ATTILIO BARBARULO 71,NOCERA INFERIORE,Italy,4120,n.a.,3,1,0,1,0,2,0,n.a.,0,n.a.,7,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
292,COFACE GESTION RESEAU INTERNATIONAL,1 PLACE COSTES ET BELLONTE,BOIS COLOMBES,France,7022,n.a.,38,38,37,39,39,50,39,45,41,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
385,COGE SANTE LILLE,37 AVENUE DE LATTRE DE TASSIGNY,ST ANDRE LEZ LILLE,France,8299,n.a.,n.a.,n.a.,9,10,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
281,COGE VITRY,185 RUE DE BERCY,PARIS,France,3530,n.a.,44,46,38,73,85,74,71,71,75,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
