,Company name,"Street, no., building etc, line 1",City,Country,"NACE Rev. 2
Core code (4 digits)","Operating
revenue
(Turnover)
m EUR
2017","Operating
revenue
(Turnover)
m EUR
2016","Operating
revenue
(Turnover)
m EUR
2015","Operating
revenue
(Turnover)
m EUR
2014","Operating
revenue
(Turnover)
m EUR
2013","Operating
revenue
(Turnover)
m EUR
2012","Operating
revenue
(Turnover)
m EUR
2011","Operating
revenue
(Turnover)
m EUR
2010","Operating
revenue
(Turnover)
m EUR
2009","Operating
revenue
(Turnover)
m EUR
2008","Number of employees
2017","Number of employees
2016","Number of employees
2015","Number of employees
2014","Number of employees
2013","Number of employees
2012","Number of employees
2011","Number of employees
2010","Number of employees
2009","Number of employees
2008"
600.,AB AZUCARERA IBERIA SL.,"AVENIDA MANOTERAS, 46 ED DELTA NORTE",MADRID,Spain,1081,n.a.,400,348,477,615,679,511,444,264,481,n.a.,817,768,908,883,910,846,925,951,"1,028"
349.,ABELAN CATALANA SL.,CARRETERA C-14 (SALOU A PONTS. KM 26),ALCOVER,Spain,1712,n.a.,n.a.,25,25,19,36,32,23,29,39,n.a.,n.a.,142,146,112,120,117,120,118,123
430.,ACEITES DEL SUR-COOSUR SOCIEDAD ANONIMA,"CARRETERA LA CAROLINA, 29",VILCHES,Spain,1041,n.a.,n.a.,453,404,428,227,354,270,348,291,n.a.,n.a.,387,312,401,324,339,313,296,179
206.,ACERIA DE ALAVA SA,"POLIGONO INDUSTRIAL SARATXO, S/N",AMURRIO,Spain,2410,n.a.,200,200,284,255,298,264,204,161,373,n.a.,190,181,201,196,202,213,201,204,238
309.,ACEROS INOXIDABLES OLARRA SA,"CAMINO LARRABARRI (LARRONDO), 1",LOIU,Spain,2410,n.a.,169,186,201,194,213,261,252,126,279,n.a.,451,437,437,440,453,446,238,397,449
456.,ADAM ECOTECH SA,CARRETERA EXTREMADURA (KM 25),NAVALCARNERO,Spain,6209,n.a.,3,3,2,3,3,2,0,0,19,n.a.,10,11,11,10,9,9,3,6,121
866.,ADISSEO ESPANA SA,"CALLE MERINDAD CASTILLA LA VIEJA (POL. IND. VILLALONQUEJAR), 2",BURGOS,Spain,2014,n.a.,154,186,196,194,192,150,127,114,133,n.a.,123,118,120,124,121,115,114,118,126
369.,AG CEMENTOS BALBOA SA,"CARRETERA EXTREMADURA EX-101 (KM 14,500)",ALCONERA,Spain,2351,n.a.,20,27,22,24,33,46,44,49,83,n.a.,98,101,100,104,116,117,114,122,123
506.,AG SIDERURGICA BALBOA SA,"CARRETERA BADAJOZ, 32",JEREZ DE LOS CABALLEROS,Spain,2410,n.a.,254,216,187,281,339,395,326,278,419,n.a.,420,395,398,525,603,618,681,888,936
867.,AGC FLAT GLASS IBERICA SA,"CALLE MALLORCA, 272 - 274. PISO 6 . PTA 5A",BARCELONA,Spain,2311,n.a.,56,60,59,63,59,55,60,45,72,n.a.,172,168,167,172,181,189,167,166,168
827.,AGUSTIN BARRAL SA,"CALLE ANGEL GUIMERA, 3",LA POBLA DE LILLET,Spain,1721,n.a.,5,5,5,5,5,6,5,4,6,n.a.,25,23,23,23,26,28,30,30,30
479.,AHLSTROM BARCELONA SA,"CALLE CASP, 50 P. ENT PTA. 4",BARCELONA,Spain,1712,n.a.,0,1,1,2,6,10,12,12,16,n.a.,2,5,6,11,26,44,59,101,101
452.,AHLSTROM-MUNKSJO PAPER SA.,"BARRIO ELDUA ((CR TOLOSA LEIZA KM 6)), S/N",BERASTEGI,Spain,1712,n.a.,68,64,62,63,67,70,61,40,47,n.a.,156,157,162,165,162,161,160,159,161
158.,AIALA VIDRIO SA,"BARRIO MUNEGAZO, 22",LAUDIO/LLODIO,Spain,2313,n.a.,69,74,70,75,71,68,60,59,61,n.a.,348,362,377,387,403,412,423,423,421
198.,AIR EUROPA LINEAS AEREAS SA,"CARRETERA MA-19 (SON NOGUERA. CTRO EMPRESARIAL GLOBALIA), 19 (CTRA LLUCMAJOR KM 21,5)",LLUCMAJOR,Spain,5110,n.a.,"1,803","1,695","1,740","1,578","1,349","1,331","1,178","1,124","1,265",n.a.,"3,024","3,032","2,802","2,524","2,545","2,812","2,751","2,776","2,865"
562.,AIR NOSTRUM LINEAS AEREAS DEL MEDITERRANEO SA,"AVENIDA COMARQUES DEL PAIS VALENCIA, 2",QUART DE POBLET,Spain,5110,n.a.,438,422,414,407,486,578,528,561,682,n.a.,"1,398","1,391","1,485","1,592","1,696","1,796","1,760","1,977","2,125"
1028.,AIR PRODUCTS & CHEMICALS INC,"7201, HAMILTON BOULEVARD",ALLENTOWN,United States of America,2011,"6,935","6,723","6,984","8,296","7,538","7,434","7,164","6,313","5,638","7,281","15,300","18,600","19,700","21,200","21,600","21,300","18,900","18,300","18,900","21,100"
251.,ALCOHOLERA DE LA PUEBLA SA,"CARRETERA VILLACANAS, S/N",LA PUEBLA DE ALMORADIEL,Spain,4639,n.a.,22,22,26,35,42,31,22,25,51,n.a.,54,57,51,46,46,44,45,44,44
181.,ALIER SA,"CALLE DIPUTACIO, 238 -240 5 8A",BARCELONA,Spain,1712,n.a.,n.a.,n.a.,n.a.,87,93,86,76,59,82,n.a.,n.a.,n.a.,n.a.,169,173,169,170,172,187
186.,ALIMENTOS ESPANOLES ALSAT SL,"CALLE ISAAC PERAL (POL INDUSTRIAL), 64 12",DON BENITO,Spain,1032,n.a.,24,27,30,23,20,22,26,25,23,n.a.,82,76,77,69,72,81,76,78,75
774.,ALPIQ ENERGIA ESPANA SA,"CALLE PEDRO TEIXEIRA, 8 3",MADRID,Spain,3511,n.a.,57,45,55,223,667,514,347,56,21,n.a.,53,36,15,15,55,54,45,13,15
84.,ALTADIS SA,"CALLE VIA DE LOS POBLADOS, 3 EDIF. 7. PLANTAS 3 Y 4",MADRID,Spain,1200,n.a.,541,561,737,788,768,711,819,789,599,n.a.,980,"1,065","1,186","1,369","1,413","1,602","1,777","1,998","2,246"
516.,ALUDIUM TRANSFORMACION DE PRODUCTOS SOCIEDAD LIMITADA.,"BARRIO IBARGUREN, S/N",AMOREBIETA-ETXANO,Spain,2442,n.a.,486,464,416,419,414,472,467,375,549,n.a.,813,764,740,782,789,823,844,934,"1,302"
162.,ALUMINA ESPANOLA SA,"CALLE PEDRO TEIXEIRA, 8 PLT 3",MADRID,Spain,2442,n.a.,n.a.,471,395,403,399,415,377,296,365,n.a.,n.a.,484,486,497,497,484,478,460,463
644.,ALUMINIO ESPANOL SL,"CALLE PEDRO TEIXEIRA, 8 TERCERA PLANTA",MADRID,Spain,2442,n.a.,n.a.,"2,427","2,268","1,362",432,452,443,310,475,n.a.,n.a.,726,737,767,783,784,804,825,845
794.,ALUMINIOS CORTIZO SA,"PARQUE EXTRAMUNDI ((CR PADRON-NOIA. KM 2)), S/N",PADRON,Spain,2442,n.a.,228,219,176,153,159,168,178,147,186,n.a.,857,767,676,581,329,337,333,319,317
725.,ANDALUZA DE CALES SOCIEDAD ANONIMA,CARRETERA MONTELLANO (KM 3),MORON DE LA FRONTERA,Spain,2352,n.a.,14,15,15,15,15,17,15,12,12,n.a.,29,30,29,29,30,31,32,32,33
844.,ANDIA LACTEOS DE CANTABRIA SL,"BARRIO SAN ANTONIO (RENEDO), S/N",PIELAGOS,Spain,1051,n.a.,80,89,88,98,89,103,57,53,71,n.a.,129,145,140,140,155,141,128,125,108
824.,"ARCELORMITTAL ESPANA, SA","LUGAR RESIDENCIA LA GRANDA, S/N",GOZON,Spain,2410,n.a.,"2,823","2,878","2,514","2,448","2,400","2,698","2,430","2,182","3,150",n.a.,"6,807","6,164","6,210","6,289","6,030","6,780","6,977","6,978","7,190"
355.,ARCELORMITTAL GIPUZKOA SL,"CARRETERA NACIONAL I MADRID-IRUN ((BO. YURRE)), S/N KM 417 O 418",OLABERRIA,Spain,2410,n.a.,529,743,756,674,811,871,671,486,536,n.a.,819,932,941,973,"1,019",995,"1,081","1,060",448
702.,ARCELORMITTAL MADRID SL,"AVENIDA PRINCESA JUANA DE AUSTRIA (CTRA TOLEDO KM 9,200)",MADRID,Spain,2410,n.a.,n.a.,4,5,9,15,176,164,107,349,n.a.,n.a.,43,47,43,368,368,397,414,405
744.,ARCELORMITTAL SESTAO SOCIEDAD LIMITADA,"CALLE CHAVARRI, 6",SESTAO,Spain,2410,n.a.,65,272,307,352,176,549,639,347,845,n.a.,238,337,348,352,391,475,518,482,526
926.,ARCILLA BLANCA SA,"PARTIDA FOYES FERRAES, S/N",L'ALCORA,Spain,2320,n.a.,n.a.,59,52,48,44,43,34,30,52,n.a.,n.a.,71,71,72,72,73,71,85,94
219.,ARCILLAS ATOMIZADAS SA,"AVENIDA MANUEL ESCOBEDO (CAMI PAS DE FULLA), 30",ONDA,Spain,2331,n.a.,22,28,41,20,42,17,26,16,9,n.a.,23,23,23,19,16,16,16,14,29
322.,ARCILLEX SA,"CARRETERA LOECHES (A ALCALA KM 4,7)",TORRES DE LA ALAMEDA,Spain,2332,n.a.,0,0,1,2,2,2,3,3,5,n.a.,3,3,14,17,17,19,20,22,33
484.,ARCYDE SA,"LUGAR CAN DOMENECH, S/N",EL PAPIOL,Spain,2332,n.a.,n.a.,n.a.,n.a.,0,1,1,1,1,1,n.a.,n.a.,n.a.,n.a.,5,5,7,6,8,11
272.,ARGENTA CERAMICA SL,"POLIGONO IND VALL D ALBA (U.E 3-4, VIAL 5), PARC. 2",VALL D'ALBA,Spain,2331,n.a.,165,150,107,101,98,87,67,51,51,n.a.,316,303,277,275,233,228,189,185,189
731.,ASFALTOS ESPANOLES SA,"PASEO CASTELLANA, 141 PLT 19",MADRID,Spain,1920,n.a.,40,42,39,38,36,37,31,25,24,n.a.,113,113,117,115,119,118,108,115,114
886.,ASFALTOS Y CONSTRUCCIONES ELSAN SA,"PASEO CASTELLANA, 259 - D TORRE ESPACIO PLANTA SEPTIMA",MADRID,Spain,4211,n.a.,45,46,46,41,34,42,36,80,94,n.a.,248,294,305,237,212,175,212,453,476
277.,ASTURIANA DE ZINC SA,"LUGAR ZONA INDUSTRIAL, 1",CASTRILLON,Spain,2443,n.a.,551,594,803,857,950,949,922,647,755,n.a.,867,878,948,942,956,988,"1,003","1,003","1,017"
419.,"ATLANTIC COPPER, S.L.U.","AVENIDA FRANCISCO MONTENEGRO, S/N",HUELVA,Spain,2444,n.a.,"1,659","1,781","1,821","1,545","2,107","2,149","1,877","1,347","1,572",n.a.,638,646,638,632,621,607,594,594,577
237.,ATOMIZADAS DE ALCORA SA,"PARTIDA REGATELL, S/N",ALCORA,Spain,2399,n.a.,16,17,15,18,15,14,12,11,15,n.a.,40,37,39,38,36,36,35,34,35
636.,ATOMIZADORA SA,"AVENIDA MANUEL ESCOBEDO, 24",ONDA,Spain,2399,n.a.,11,13,12,12,14,13,10,10,15,n.a.,31,29,28,30,28,29,31,36,42
592.,AZTECA PRODUCTS & SERVICES SLU,"CARRETERA CV-16, KM 19,7",ALCORA,Spain,4673,n.a.,26,22,21,23,20,19,23,28,46,n.a.,140,121,40,45,46,50,50,62,92
526.,AZUCARERAS REUNIDAS DE JAEN SA,"PASEO CASTELLANA, 182 5",MADRID,Spain,4619,n.a.,n.a.,n.a.,44,65,69,85,81,88,101,n.a.,n.a.,n.a.,122,122,132,132,142,214,216
561.,AZULEJERA ALCORENSE 1 SL,"PARTIDA RAMONET, S/N",ALMAZORA,Spain,2331,n.a.,n.a.,5,3,8,10,10,9,10,13,n.a.,n.a.,24,27,51,50,57,73,81,90
23.,"AZULEJERA LA PLANA, SA","AVENIDA FRANCA, 85 ENTLO IZDA",VILA-REAL,Spain,2331,n.a.,n.a.,n.a.,n.a.,n.a.,17,13,15,29,45,n.a.,n.a.,n.a.,n.a.,n.a.,123,151,152,154,279
936.,AZULEJO ESPANOL SL,"CALLE ISLAS BALEARES (POL. INDUSTRIAL EL COLADOR), 2 PARCELAS M5 Y M7",ONDA,Spain,2331,n.a.,6,7,7,10,9,8,8,8,10,n.a.,34,36,38,40,35,34,34,43,47
882.,AZULEJOS PLAZA SA,"PARTIDA ELS VINALS, S/N",L'ALCORA,Spain,2331,n.a.,28,27,27,27,23,22,19,22,36,n.a.,103,95,117,116,117,121,117,130,96
688.,AZULEV SOCIEDAD ANONIMA,"AVENIDA MANUEL ESCOBEDO, 13",ONDA,Spain,2331,n.a.,34,35,35,40,42,45,49,41,54,n.a.,215,237,223,237,257,304,322,235,277
792.,"AZULINDUS Y MARTI, SA","AVENIDA MANUEL ESCOBEDO, 25",ONDA,Spain,2331,n.a.,9,9,9,11,11,13,9,9,14,n.a.,45,46,44,47,50,53,61,65,68
915.,BA GLASS SPAIN SOCIEDAD ANONIMA.,"POLIGONO INDUSTRIAL LOS VARALES, S/N",VILLAFRANCA DE LOS BARROS,Spain,2313,n.a.,290,272,262,228,223,201,205,199,173,n.a.,562,546,545,526,418,426,424,438,412
494.,BAHIA DE BIZKAIA ELECTRICIDAD SOCIEDAD LIMITADA,"CALLE PUNTA CEBALLOS, 8",ZIERBENA,Spain,3511,n.a.,193,301,341,349,347,313,239,221,414,n.a.,49,49,49,49,49,49,49,48,48
755.,BAHIA DE BIZKAIA GAS SOCIEDAD LIMITADA,"CALLE PUNTA CEBALLOS, 2",ZIERBENA,Spain,3522,n.a.,54,59,40,52,55,57,62,62,64,n.a.,73,75,75,75,73,76,72,75,75
279.,BANK of AMERICA CORPORATION,100 NORTH TRYON STREET,CHARLOTTE,United States of America,6420,"72,794","79,415","75,937","70,229","64,771","63,507","72,269","82,556","83,064","52,302","206,986","208,024","213,280","223,715","242,117","267,190","281,791","286,612","283,717","240,202"
545.,"BASF ESPANOLA, SLU","CALLE CAN RABIA, 3 - 5",BARCELONA,Spain,2013,n.a.,"1,559","1,610","1,521","1,103","1,064",937,637,524,605,n.a.,"1,917","1,926","1,923","1,203","1,211","1,094",950,938,964
390.,BEAM SUNTORY SPAIN SL.,"CALLE MAHONIA, 2 PLT 1",MADRID,Spain,1101,n.a.,217,205,234,223,228,193,175,191,218,n.a.,415,409,401,400,405,410,422,503,596
60.,BEFESA ZINC ASER SOCIEDAD ANONIMA,"CARRETERA BILBO-PLENTZIA, 21",ERANDIO,Spain,2443,n.a.,61,52,52,55,61,37,36,35,40,n.a.,61,63,62,62,66,65,60,58,49
583.,BENITO ARNO E HIJOS SAU,"PLAZA L'ENSENYANCA, 1",LLEIDA,Spain,4211,n.a.,68,51,52,59,60,97,112,111,116,n.a.,167,162,132,142,159,190,227,270,229
673.,BINTER CANARIAS SA,"LUGAR CANON DEL AMBAR (AUTOV GC-1 KM 11.600. UB INDUSTRIAL SALINETAS), S/N",TELDE,Canary Islands (Spain),5110,n.a.,n.a.,n.a.,86,80,80,97,115,134,163,n.a.,n.a.,n.a.,426,480,509,537,629,725,854
967.,BIOCARBURANTES DE CASTILLA Y LEON SA,"CARRETERA ENCINAS CANTALAPIEDRA, KM 4,9",BABILAFUENTE,Spain,3511,n.a.,n.a.,218,195,233,241,205,158,147,52,n.a.,n.a.,85,86,94,91,121,114,105,104
556.,BIOENERGETICA EGABRENSE SA,"CARRETERA COMARCAL 342 CABRA A MONTURQUE (KM 7,5)",CABRA,Spain,3511,n.a.,18,22,20,21,18,14,12,10,7,n.a.,16,17,18,19,16,17,16,15,14
741.,BIOETANOL GALICIA SA,"CARRETERA NACIONAL 634 (KM 664,3 PG TEIXEIRO)",CURTIS,Spain,2059,n.a.,n.a.,153,140,166,163,168,307,244,152,n.a.,n.a.,65,65,70,82,86,82,80,80
830.,BIOMASA FUENTE DE PIEDRA SL,"CALLE FREDERIC MOMPOU, 5 TERCERO CUARTA",SANT JUST DESVERN,Spain,3511,n.a.,n.a.,n.a.,n.a.,n.a.,6,6,4,5,4,n.a.,n.a.,n.a.,n.a.,n.a.,12,12,11,18,20
340.,BIZKAIA ENERGIA SOCIEDAD LIMITADA,POLIGONO INDUSTRIAL BOROA (INSULA A I 1),AMOREBIETA-ETXANO,Spain,3511,n.a.,93,92,89,88,90,88,79,91,93,n.a.,5,5,5,5,5,5,5,5,5
375.,BOIRO ENERGIA SA,"CALLE BODION (LG. BODION), S/N",BOIRO,Spain,3511,n.a.,n.a.,27,17,15,16,14,12,11,7,n.a.,n.a.,7,6,7,6,6,6,6,7
595.,BONET SPAIN SOCIEDAD LIMITADA.,"POLIGONO INDUSTRIAL GAIDO, S/N",CABANES,Spain,2320,n.a.,2,2,3,4,3,4,4,2,2,n.a.,23,12,6,6,6,6,6,6,7
188.,BORMIOLI ROCCO SA,"AVENIDA DEL VIDRIO, S/N",AZUQUECA DE HENARES,Spain,4644,n.a.,59,57,55,50,48,52,51,52,58,n.a.,282,269,266,269,285,292,300,311,317
707.,BOVEDILLAS CERAMICAS ANDALUZAS SA,"CARRETERA JEREZ-CARTAGENA, KM 29",ARCOS DE LA FRONTERA,Spain,2332,n.a.,n.a.,n.a.,n.a.,3,4,5,5,5,7,n.a.,n.a.,n.a.,n.a.,33,31,32,32,37,43
665.,BP OIL ESPANA SAU,"AVENIDA DE BARAJAS (PQ. EMPRESARIAL OMEGA), 30 ED D",ALCOBENDAS,Spain,4671,n.a.,"4,055","4,609","5,961","6,374","6,355","6,017","5,044","3,978","5,295",n.a.,865,885,888,890,879,895,916,465,491
58.,BP SOLAR ESPANA SAU,"AVENIDA DE BARAJAS (PQ. EMPRESARIAL OMEGA), 30",ALCOBENDAS,Spain,4690,n.a.,n.a.,0,0,5,58,129,438,332,430,n.a.,n.a.,n.a.,n.a.,9,43,81,91,436,693
897.,BRIDGESTONE HISPANIA SA,"BARRIO URBIREN, S/N",BASAURI,Spain,2211,n.a.,765,765,789,878,978,"1,186","1,042",840,"1,015",n.a.,"3,079","3,021","3,043","3,442","3,862","4,005","4,140","4,156","4,432"
36.,BRILEN SA,"PASEO INDEPENDENCIA, 21 3",ZARAGOZA,Spain,2060,n.a.,33,32,25,29,39,35,36,39,38,n.a.,212,213,186,182,184,191,191,221,234
709.,CAL DE CASTILLA SA,"CARRETERA A-3, 31 KM",ARGANDA,Spain,2352,n.a.,7,8,7,6,6,9,11,12,12,n.a.,23,22,21,21,28,39,37,35,41
619.,CAL GOV SA,"CARRETERA FUENTE DE SANTIAGO (KM 2,5)",ESTEPA,Spain,0811,n.a.,18,16,13,12,10,13,11,11,11,n.a.,29,29,34,36,23,24,24,26,26
243.,CAL INDUSTRIAL SL,"AVENIDA PIO XII, 22 OFICINA 2",PAMPLONA/IRUNA,Spain,2352,n.a.,20,20,18,17,15,16,11,12,12,n.a.,48,48,38,39,39,41,17,18,18
362.,CALERA DE ALZO SL,"LUGAR EGILEOR, 101",ALTZO,Spain,2352,n.a.,16,21,20,20,19,21,20,21,20,n.a.,48,48,49,49,52,58,55,54,54
421.,"CALERAS LISKAR, SA","LUGAR PARAJE LISKAS, S/N",LIEDENA,Spain,0811,n.a.,n.a.,1,1,1,1,3,3,2,3,n.a.,n.a.,11,11,12,16,17,18,18,18
459.,CALES DE LA PLANA SA,"PARTIDA PEDRERA, S/N",CHILCHES,Spain,2352,n.a.,16,14,12,12,13,12,16,15,24,n.a.,54,52,50,51,52,50,57,59,68
680.,CALES DE LLIERCA SA,"CALLE AFORES, S/N",ARGELAGUER,Spain,2352,n.a.,17,17,16,16,15,14,14,10,10,n.a.,63,61,58,62,54,54,50,44,47
892.,CALES DE PACHS SA,"LUGAR AFORES (PACS DEL PENEDES) (MONTANYA SANT JAUME), S/N",PACS DEL PENEDES,Spain,2352,n.a.,9,8,8,9,9,9,9,8,10,n.a.,36,30,29,31,33,35,37,37,30
19.,CALES GRANADA SA,"AVENIDA DE MADRID, 3",GRANADA,Spain,2352,n.a.,3,2,2,3,2,3,4,3,5,n.a.,11,9,10,13,14,15,24,17,21
209.,CAMPO BRICK SL,"LUGAR ALBIXOI (SANTA MARIA), S/N",MESIA,Spain,2349,n.a.,1,1,1,1,1,1,3,4,4,n.a.,22,22,19,20,23,23,26,35,41
248.,CARTONAJES MALLORCA SL,"CALLE SETZE DE JULIOL (- PG IND SON CASTELLO), 57",PALMA,Spain,1721,n.a.,n.a.,6,6,6,6,6,6,6,6,n.a.,n.a.,44,43,44,41,39,37,37,46
754.,CASIMIRO HERNANDEZ E HIJOS LA MARUXINA SA,"AVENIDA DE CASTILLA LA MANCHA, 6",ALAMEDA DE LA SAGRA,Spain,2352,n.a.,3,4,3,3,3,4,5,7,10,n.a.,24,25,26,31,38,41,47,48,56
179.,CASTELLAR VIDRIO SA,"CALLE BERGUEDA, 67 PG INDUSTRIAL PLA DE LA BRUGUERA",CASTELLAR DEL VALLES,Spain,2313,n.a.,62,61,64,70,72,69,61,61,63,n.a.,288,257,256,244,279,292,272,267,271
626.,CELANESE SALES IBERICA SL.,"CALLE LLULL (ED CINC), 329 PLT 3",BARCELONA,Spain,2014,n.a.,n.a.,42,120,162,204,208,167,123,205,n.a.,n.a.,69,89,140,144,153,152,206,261
86.,CELLTECH SL,"AVENIDA BURGOS, 12 4 B",MADRID,Spain,1711,n.a.,4,0,1,17,45,62,53,33,37,n.a.,37,7,6,117,170,170,166,161,178
361.,CELSA ATLANTIC SL,"CALLE CANAL DE SANTO TOMAS, S/N",VITORIA-GASTEIZ,Spain,2410,n.a.,217,19,288,300,427,526,424,377,692,n.a.,259,285,275,322,446,529,548,580,646
140.,CELULOSA DE LEVANTE SA,"CARRETERA C-42, KM 8,5",TORTOSA,Spain,1711,n.a.,33,27,29,24,26,30,29,26,35,n.a.,79,80,86,93,97,95,96,99,99
87.,CELULOSAS DE ASTURIAS SA,"LUGAR ARMENTAL, S/N",NAVIA,Spain,1711,n.a.,288,304,258,291,301,285,282,133,158,n.a.,321,297,283,274,281,302,360,364,346
813.,CEMENTOS ALFA SA,"CALLE MARIA TUBAU, 9 PISO 4",MADRID,Spain,2351,n.a.,29,35,39,35,30,43,52,60,80,n.a.,87,91,93,106,116,123,131,134,138
613.,CEMENTOS COSMOS SA,"CALLE BRASIL, 56",VIGO,Spain,2351,n.a.,105,106,110,59,60,68,89,88,111,n.a.,290,262,163,168,213,243,260,272,283
611.,"CEMENTOS LEMONA, SOCIEDAD ANONIMA","ALAMEDA URQUIJO, 10 2",BILBAO,Spain,2351,n.a.,44,37,32,18,31,44,47,62,66,n.a.,131,129,120,117,142,148,21,23,23
431.,CEMENTOS MOLINS INDUSTRIAL SA,"CARRETERA NACIONAL- 340 (KM 1242,3 NUMERO 2-38)",SANT VICENC DELS HORTS,Spain,2351,n.a.,82,81,n.a.,73,75,90,108,124,161,n.a.,170,174,n.a.,189,212,222,239,252,248
1007.,CEPSA GAS Y ELECTRICIDAD SA.,"PASEO CASTELLANA, 259 A. TORRE CEPSA",MADRID,Spain,3514,n.a.,n.a.,142,128,141,136,48,21,32,52,n.a.,n.a.,31,30,32,26,25,21,21,19
306.,CEPSA QUIMICA SA,"PASEO CASTELLANA (TORRE CEPSA), 259",MADRID,Spain,2014,n.a.,"2,338","2,931","3,703","4,449","4,662","2,977","2,451","1,641","1,971",n.a.,425,657,697,751,971,959,907,963,"1,035"
249.,"CERABRICK GRUPO CERAMICO, SOCIEDAD ANONIMA",CARRETERA LOGRONO VITORIA (KM 423),FUENMAYOR,Spain,2332,n.a.,1,1,2,9,9,8,6,9,9,n.a.,5,9,20,32,34,28,29,30,41
990.,CERACASA SA,CARRETERA CASTELLON-TERUEL (KM 19),L'ALCORA,Spain,2331,n.a.,15,17,20,17,17,17,18,19,30,n.a.,90,92,97,110,111,115,128,169,201
49.,CERAESPINA SL,"POLIGONO INDUSTRIAL ZARRIN, S/N",SALAS,Spain,2332,n.a.,1,1,1,1,2,2,2,2,3,n.a.,15,16,20,20,20,24,26,28,31
999.,CERAMA SL,"CARRETERA AVE, S/N",PANTOJA,Spain,2332,n.a.,3,3,3,2,1,2,2,2,4,n.a.,20,32,21,21,29,44,47,53,65
640.,CERAMICA ANON SL,"CARRETERA ALFARO (N ), 46",TUDELA,Spain,2332,n.a.,n.a.,0,0,0,0,1,1,1,2,n.a.,n.a.,8,9,7,12,18,17,20,24
632.,CERAMICA BARRASA SA,"AVENIDA CASTILLA LA MANCHA (KM 34,400)",MOCEJON,Spain,2332,n.a.,1,n.a.,1,1,1,1,2,2,2,n.a.,19,n.a.,19,19,19,21,21,25,28
24.,CERAMICA CAMPO SAEZ SL,"CALLE O CRUCEIRO (PQ. VILLALONGA), S/N",SANXENXO,Spain,2349,n.a.,n.a.,n.a.,n.a.,0,0,1,0,0,1,n.a.,n.a.,n.a.,n.a.,5,8,15,13,16,18
723.,CERAMICA CARBONELL SL,"PARTIDA COLLAET, SN",AGOST,Spain,2332,n.a.,1,1,0,0,0,1,1,1,3,n.a.,11,22,11,10,10,10,10,10,18
426.,CERAMICA CUESTA VILA SA,"AVENIDA VICENTE FERNANDEZ MANSO (KM 1,5)",TORO,Spain,2332,n.a.,1,1,1,1,1,2,2,2,5,n.a.,16,n.a.,n.a.,6,4,17,23,25,43
8.,CERAMICA CULLERE SA,"CALLE AFORES, S/N",BELIANES,Spain,2332,n.a.,0,0,0,0,0,0,1,1,2,n.a.,2,2,2,3,8,12,11,13,12
449.,CERAMICA DE ALHABIA SL,PASAJE LA HUERTA,ALHABIA,Spain,2332,n.a.,n.a.,1,1,0,1,1,1,2,3,n.a.,n.a.,12,8,9,10,13,19,21,25
1013.,CERAMICA DE ALMACELLAS SA,"CARRETERA NACIONAL 240, S/N",ALMACELLES,Spain,2332,n.a.,0,0,0,1,1,1,1,1,1,n.a.,7,7,7,8,8,7,7,8,18
889.,CERAMICA DE LA ESTANCA SA,"CAMINO LA ESTANCA ((POL. TEJERIAS SUR)), 1",CALAHORRA,Spain,2332,n.a.,1,1,1,3,3,2,2,3,4,n.a.,25,20,19,17,25,27,28,33,34
610.,CERAMICA DE PINA SL,CARRETERA TAMARA,PINA DE CAMPOS,Spain,2332,n.a.,n.a.,n.a.,n.a.,0,0,0,0,0,1,n.a.,n.a.,n.a.,n.a.,2,2,3,3,5,15
1015.,"CERAMICA DE TERUEL, SA","CALLE AMANTES, 6 4 9",TERUEL,Spain,2332,n.a.,n.a.,n.a.,0,0,0,0,0,1,3,n.a.,n.a.,n.a.,2,2,3,5,10,26,43
161.,CERAMICA DE VILLACE SL,"PASEO CASTELLANA, 120 PISO 5 IZ",MADRID,Spain,2332,n.a.,1,1,1,4,4,4,3,3,6,n.a.,n.a.,12,14,17,17,25,22,30,31
831.,CERAMICA DEL NALON SA,"LUGAR LADA, S/N",LANGREO,Spain,2320,n.a.,12,11,12,12,12,12,12,8,11,n.a.,69,70,n.a.,68,57,57,57,57,57
691.,CERAMICA DEL PRINCIPADO SL,"POLIGONO INDUSTRIAL ZARRIN, S/N",SALAS,Spain,2332,n.a.,n.a.,n.a.,n.a.,0,1,2,4,5,9,n.a.,n.a.,n.a.,n.a.,4,10,15,31,35,37
885.,CERAMICA DEL REINO SOCIEDAD LIMITADA,"CALLE MARIA BELLIDO, 17 PLT 1",BAILEN,Spain,2332,n.a.,4,3,3,3,3,5,4,5,9,n.a.,17,18,18,20,22,25,25,28,38
141.,CERAMICA DOBON SA,"CALLE DE BARBASTRO, 38",ALCOLEA DE CINCA,Spain,2332,n.a.,0,0,0,1,1,0,0,1,3,n.a.,1,4,1,3,7,8,9,9,20
99.,CERAMICA EL INDALO SOCIEDAD ANONIMA,"CARRETERA N-340A (KM 490,70)",SORBAS,Spain,2332,n.a.,0,0,0,n.a.,0,1,1,2,4,n.a.,1,1,2,n.a.,10,13,14,19,30
73.,CERAMICA ELU SL,"CALLE ARRABAL, S/N",PANTOJA,Spain,2332,n.a.,3,3,3,2,2,3,3,3,5,n.a.,24,21,22,22,24,24,23,27,42
